Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
6,477,0.6,0.5090715048025614,1,1,1,0.2,0
6,480,0.6,0.512273212379936,1,1,2,0.2,0
6,498,0.6,0.5314834578441836,1,1,3,0.2,0
6,474,0.6,0.5058697972251868,1,1,4,0.2,0
6,471,0.6,0.5026680896478122,1,1,5,0.2,0
6,474,0.6,0.5058697972251868,1,1,6,0.2,0
6,452,0.6,0.4823906083244397,1,1,7,0.2,0
6,487,0.6,0.5197438633938101,1,1,8,0.2,0
6,511,0.6,0.5453575240128068,1,1,9,0.2,0
6,480,0.6,0.512273212379936,1,1,10,0.2,0
