Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,656,0.8,0.7001067235859125,1,1,1,0.2,0
8,682,0.8,0.727854855923159,1,1,2,0.2,0
8,640,0.8,0.6830309498399146,1,1,3,0.2,0
8,654,0.8,0.6979722518676628,1,1,4,0.2,0
8,660,0.8,0.7043756670224119,1,1,5,0.2,0
8,657,0.8,0.7011739594450374,1,2,1,0.2,0
8,686,0.8,0.7321237993596584,1,2,2,0.2,0
7,706,0.7,0.7534685165421559,1,2,3,0.2,0
8,671,0.8,0.7161152614727855,1,2,4,0.2,0
7,711,0.7,0.7588046958377801,1,2,5,0.2,0
8,650,0.8,0.6937033084311632,1,3,1,0.2,0
8,673,0.8,0.7182497331910352,1,3,2,0.2,0
8,653,0.8,0.6969050160085379,1,3,3,0.2,0
7,677,0.7,0.7225186766275347,1,3,4,0.2,0
8,672,0.8,0.7171824973319103,1,3,5,0.2,0
7,673,0.7,0.7182497331910352,1,4,1,0.2,0
8,653,0.8,0.6969050160085379,1,4,2,0.2,0
8,672,0.8,0.7171824973319103,1,4,3,0.2,0
8,672,0.8,0.7171824973319103,1,4,4,0.2,0
7,711,0.7,0.7588046958377801,1,4,5,0.2,0
8,685,0.8,0.7310565635005336,1,5,1,0.2,0
8,660,0.8,0.7043756670224119,1,5,2,0.2,0
8,688,0.8,0.7342582710779082,1,5,3,0.2,0
8,700,0.8,0.7470651013874067,1,5,4,0.2,0
8,659,0.8,0.7033084311632871,1,5,5,0.2,0
8,657,0.8,0.7011739594450374,1,6,1,0.2,0
7,666,0.7,0.7107790821771611,1,6,2,0.2,0
8,664,0.8,0.7086446104589115,1,6,3,0.2,0
8,669,0.8,0.7139807897545357,1,6,4,0.2,0
8,645,0.8,0.688367129135539,1,6,5,0.2,0
7,736,0.7,0.7854855923159018,1,7,1,0.2,0
8,641,0.8,0.6840981856990395,1,7,2,0.2,0
7,670,0.7,0.7150480256136607,1,7,3,0.2,0
8,630,0.8,0.6723585912486659,1,7,4,0.2,0
8,657,0.8,0.7011739594450374,1,7,5,0.2,0
8,710,0.8,0.7577374599786553,1,8,1,0.2,0
7,706,0.7,0.7534685165421559,1,8,2,0.2,0
7,714,0.7,0.7620064034151548,1,8,3,0.2,0
8,666,0.8,0.7107790821771611,1,8,4,0.2,0
8,683,0.8,0.7289220917822838,1,8,5,0.2,0
7,679,0.7,0.7246531483457844,1,9,1,0.2,0
8,688,0.8,0.7342582710779082,1,9,2,0.2,0
8,675,0.8,0.7203842049092849,1,9,3,0.2,0
7,710,0.7,0.7577374599786553,1,9,4,0.2,0
7,697,0.7,0.743863393810032,1,9,5,0.2,0
7,695,0.7,0.7417289220917823,1,10,1,0.2,0
7,651,0.7,0.6947705442902882,1,10,2,0.2,0
7,691,0.7,0.7374599786552828,1,10,3,0.2,0
8,649,0.8,0.6926360725720384,1,10,4,0.2,0
7,731,0.7,0.7801494130202775,1,10,5,0.2,0
7,690,0.7,0.736392742796158,1,11,1,0.2,0
8,633,0.8,0.6755602988260405,1,11,2,0.2,0
8,664,0.8,0.7086446104589115,1,11,3,0.2,0
8,676,0.8,0.7214514407684098,1,11,4,0.2,0
8,680,0.8,0.7257203842049093,1,11,5,0.2,0
