Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,686.2,0.76,0.7323372465314835,1.0,2.0,3.0,0.2,0.0
7.8,665.0,0.78,0.7097118463180362,1.0,3.0,3.0,0.2,0.0
7.6,676.2,0.76,0.7216648879402348,1.0,4.0,3.0,0.2,0.0
8.0,678.4,0.8,0.7240128068303096,1.0,5.0,3.0,0.2,0.0
7.8,660.2,0.7799999999999999,0.704589114194237,1.0,6.0,3.0,0.2,0.0
7.6,666.8,0.76,0.711632870864461,1.0,7.0,3.0,0.2,0.0
7.6,695.8,0.76,0.7425827107790822,1.0,8.0,3.0,0.2,0.0
7.4,689.8,0.74,0.7361792956243329,1.0,9.0,3.0,0.2,0.0
7.2,683.4,0.72,0.7293489861259339,1.0,10.0,3.0,0.2,0.0
7.8,668.6,0.7799999999999999,0.7135538954108858,1.0,11.0,3.0,0.2,0.0
