Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,24.2,0.76,0.025827107790821775,1.0,2.0,3.0,0.2,0.0
7.8,28.6,0.78,0.030522945570971183,1.0,3.0,3.0,0.2,0.0
7.6,30.2,0.76,0.03223052294557097,1.0,4.0,3.0,0.2,0.0
8.0,27.6,0.8,0.02945570971184631,1.0,5.0,3.0,0.2,0.0
7.8,30.4,0.7799999999999999,0.03244397011739595,1.0,6.0,3.0,0.2,0.0
7.6,24.0,0.76,0.025613660618996798,1.0,7.0,3.0,0.2,0.0
7.6,26.8,0.76,0.028601921024546423,1.0,8.0,3.0,0.2,0.0
7.4,28.0,0.74,0.029882604055496264,1.0,9.0,3.0,0.2,0.0
7.2,26.6,0.72,0.028388473852721453,1.0,10.0,3.0,0.2,0.0
7.8,26.8,0.7799999999999999,0.028601921024546423,1.0,11.0,3.0,0.2,0.0
