Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,145,0.8,0.15474919957310565,1,1,1,0.2,0
8,129,0.8,0.1376734258271078,1,1,2,0.2,0
8,132,0.8,0.14087513340448238,1,1,3,0.2,0
8,152,0.8,0.1622198505869797,1,1,4,0.2,0
8,123,0.8,0.13127001067235858,1,1,5,0.2,0
8,107,0.8,0.11419423692636073,1,2,1,0.2,0
8,162,0.8,0.1728922091782284,1,2,2,0.2,0
7,105,0.7,0.11205976520811099,1,2,3,0.2,0
8,134,0.8,0.14300960512273211,1,2,4,0.2,0
7,117,0.7,0.1248665955176094,1,2,5,0.2,0
8,135,0.8,0.144076840981857,1,3,1,0.2,0
8,123,0.8,0.13127001067235858,1,3,2,0.2,0
8,146,0.8,0.15581643543223053,1,3,3,0.2,0
7,121,0.7,0.12913553895410887,1,3,4,0.2,0
8,117,0.8,0.1248665955176094,1,3,5,0.2,0
7,109,0.7,0.11632870864461047,1,4,1,0.2,0
8,114,0.8,0.12166488794023479,1,4,2,0.2,0
8,117,0.8,0.1248665955176094,1,4,3,0.2,0
8,141,0.8,0.15048025613660618,1,4,4,0.2,0
7,100,0.7,0.10672358591248667,1,4,5,0.2,0
8,146,0.8,0.15581643543223053,1,5,1,0.2,0
8,115,0.8,0.12273212379935966,1,5,2,0.2,0
8,124,0.8,0.13233724653148346,1,5,3,0.2,0
8,115,0.8,0.12273212379935966,1,5,4,0.2,0
8,127,0.8,0.13553895410885805,1,5,5,0.2,0
8,106,0.8,0.11312700106723586,1,6,1,0.2,0
7,138,0.7,0.1472785485592316,1,6,2,0.2,0
8,129,0.8,0.1376734258271078,1,6,3,0.2,0
8,127,0.8,0.13553895410885805,1,6,4,0.2,0
8,115,0.8,0.12273212379935966,1,6,5,0.2,0
7,113,0.7,0.12059765208110992,1,7,1,0.2,0
8,127,0.8,0.13553895410885805,1,7,2,0.2,0
7,107,0.7,0.11419423692636073,1,7,3,0.2,0
8,127,0.8,0.13553895410885805,1,7,4,0.2,0
8,135,0.8,0.144076840981857,1,7,5,0.2,0
8,124,0.8,0.13233724653148346,1,8,1,0.2,0
7,151,0.7,0.16115261472785486,1,8,2,0.2,0
7,140,0.7,0.14941302027748132,1,8,3,0.2,0
8,125,0.8,0.13340448239060831,1,8,4,0.2,0
8,131,0.8,0.13980789754535752,1,8,5,0.2,0
7,142,0.7,0.15154749199573106,1,9,1,0.2,0
8,107,0.8,0.11419423692636073,1,9,2,0.2,0
8,131,0.8,0.13980789754535752,1,9,3,0.2,0
7,104,0.7,0.11099252934898612,1,9,4,0.2,0
7,118,0.7,0.12593383137673425,1,9,5,0.2,0
7,149,0.7,0.15901814300960512,1,10,1,0.2,0
7,111,0.7,0.11846318036286019,1,10,2,0.2,0
7,106,0.7,0.11312700106723586,1,10,3,0.2,0
8,126,0.8,0.1344717182497332,1,10,4,0.2,0
7,131,0.7,0.13980789754535752,1,10,5,0.2,0
7,116,0.7,0.12379935965848453,1,11,1,0.2,0
8,129,0.8,0.1376734258271078,1,11,2,0.2,0
8,137,0.8,0.14621131270010673,1,11,3,0.2,0
8,141,0.8,0.15048025613660618,1,11,4,0.2,0
8,111,0.8,0.11846318036286019,1,11,5,0.2,0
