Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,125.0,0.76,0.13340448239060831,1.0,2.0,3.0,0.2,0.0
7.8,128.4,0.78,0.13703308431163289,1.0,3.0,3.0,0.2,0.0
7.6,116.2,0.76,0.1240128068303095,1.0,4.0,3.0,0.2,0.0
8.0,125.4,0.8,0.13383137673425827,1.0,5.0,3.0,0.2,0.0
7.8,123.0,0.7799999999999999,0.1312700106723586,1.0,6.0,3.0,0.2,0.0
7.6,121.8,0.76,0.12998932764140875,1.0,7.0,3.0,0.2,0.0
7.6,134.2,0.76,0.14322305229455706,1.0,8.0,3.0,0.2,0.0
7.4,120.4,0.74,0.1284951974386339,1.0,9.0,3.0,0.2,0.0
7.2,124.6,0.72,0.1329775880469584,1.0,10.0,3.0,0.2,0.0
7.8,126.8,0.7799999999999999,0.1353255069370331,1.0,11.0,3.0,0.2,0.0
