Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
15,24,0.75,0.025613660618996798,2,1,1,0.2,0
15,33,0.75,0.035218783351120594,2,1,2,0.2,0
15,51,0.75,0.054429028815368194,2,1,3,0.2,0
15,43,0.75,0.04589114194236926,2,1,4,0.2,0
15,36,0.75,0.0384204909284952,2,1,5,0.2,0
15,43,0.75,0.04589114194236926,2,1,6,0.2,0
15,47,0.75,0.05016008537886873,2,1,7,0.2,0
15,28,0.75,0.029882604055496264,2,1,8,0.2,0
15,55,0.75,0.05869797225186766,2,1,9,0.2,0
15,50,0.75,0.05336179295624333,2,1,10,0.2,0
