Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
9.6,85.4,0.6,0.09114194236926361,2.0,2.0,3.0,0.2,0.0
9.0,104.6,0.5625,0.11163287086446103,2.0,3.0,3.0,0.2,0.0
9.4,92.0,0.5875,0.09818569903948773,2.0,4.0,3.0,0.2,0.0
9.2,92.8,0.575,0.09903948772678763,2.0,5.0,3.0,0.2,0.0
9.0,89.4,0.5625,0.09541088580576307,2.0,6.0,3.0,0.2,0.0
9.0,99.0,0.5625,0.10565635005336178,2.0,7.0,3.0,0.2,0.0
9.2,95.4,0.575,0.10181430096051228,2.0,8.0,3.0,0.2,0.0
9.2,80.0,0.575,0.08537886872998933,2.0,9.0,3.0,0.2,0.0
9.0,93.2,0.5625,0.09946638207043756,2.0,10.0,3.0,0.2,0.0
9.0,87.8,0.5625,0.09370330843116328,2.0,11.0,3.0,0.2,0.0
