epoch,train_loss,val_loss
1,-7.340179443359375,-14.98266887664795
2,-10.498096466064453,-15.713665008544922
3,-11.191158294677734,-15.992996215820312
4,-11.4152193069458,-15.976587295532227
5,-11.647830963134766,-16.1589412689209
6,-11.837985038757324,-16.44397735595703
7,-11.938087463378906,-16.503629684448242
8,-12.160234451293945,-15.953208923339844
9,-12.216264724731445,-16.462142944335938
10,-12.415060043334961,-16.772897720336914
11,-12.598636627197266,-16.956411361694336
12,-12.65775203704834,-16.94217300415039
13,-12.640379905700684,-16.868745803833008
14,-12.934308052062988,-17.048561096191406
15,-13.107035636901855,-17.038511276245117
16,-13.197521209716797,-17.13850975036621
17,-13.249726295471191,-17.63518714904785
18,-13.274754524230957,-16.994346618652344
19,-13.242573738098145,-16.851980209350586
20,-13.22769546508789,-17.802383422851562
21,-13.416865348815918,-17.413455963134766
22,-13.478257179260254,-17.612180709838867
23,-13.592148780822754,-17.880008697509766
24,-13.654741287231445,-17.791778564453125
25,-13.65001392364502,-17.817794799804688
26,-13.694673538208008,-17.728647232055664
27,-13.733238220214844,-17.434118270874023
28,-13.760268211364746,-18.094432830810547
29,-13.639452934265137,-18.152729034423828
30,-13.82091236114502,-17.97225570678711
31,-13.893908500671387,-17.95292091369629
32,-13.90357494354248,-17.973758697509766
33,-13.989618301391602,-18.164730072021484
34,-13.971235275268555,-18.207721710205078
35,-14.031363487243652,-17.750871658325195
36,-14.00918960571289,-17.923051834106445
37,-13.980327606201172,-18.108261108398438
38,-14.114808082580566,-18.08224868774414
39,-13.89244556427002,-17.864368438720703
40,-13.992432594299316,-18.119701385498047
41,-14.100690841674805,-17.65407371520996
42,-14.044553756713867,-18.45470428466797
43,-14.025012016296387,-18.401535034179688
44,-14.105254173278809,-18.23269271850586
45,-14.115751266479492,-18.558300018310547
46,-14.159978866577148,-18.668306350708008
47,-14.364090919494629,-18.411144256591797
48,-14.284652709960938,-18.54462432861328
49,-14.417536735534668,-18.804372787475586
50,-14.204194068908691,-18.41679573059082
