epoch,train_loss,val_loss
1,-7.6134443283081055,-11.253127098083496
2,-10.719891548156738,-11.654844284057617
3,-11.303302764892578,-11.337512969970703
4,-11.586969375610352,-11.264379501342773
5,-11.660041809082031,-11.74710750579834
6,-12.001119613647461,-11.819345474243164
7,-12.255911827087402,-11.755992889404297
8,-12.353292465209961,-11.976901054382324
9,-12.45492172241211,-12.021470069885254
10,-12.578170776367188,-12.089109420776367
11,-12.701057434082031,-11.979385375976562
12,-12.732344627380371,-12.180787086486816
13,-12.83917236328125,-12.370613098144531
14,-12.955183029174805,-12.368202209472656
15,-13.005329132080078,-12.414953231811523
16,-13.181044578552246,-12.533300399780273
17,-13.188803672790527,-12.42591667175293
18,-13.220698356628418,-12.720588684082031
19,-13.41572380065918,-12.886407852172852
20,-13.432038307189941,-12.594135284423828
21,-13.394824981689453,-12.953655242919922
22,-13.506244659423828,-13.064360618591309
23,-13.577342987060547,-12.885980606079102
24,-13.72850513458252,-13.177522659301758
25,-13.82153606414795,-13.308938026428223
26,-13.865660667419434,-13.18791675567627
27,-13.759459495544434,-13.04076099395752
28,-13.636137008666992,-12.72595500946045
29,-13.549507141113281,-12.99013614654541
30,-13.836803436279297,-13.455270767211914
31,-13.857735633850098,-13.413050651550293
32,-13.92117691040039,-13.610795021057129
33,-14.116715431213379,-13.412654876708984
34,-13.979131698608398,-13.511076927185059
35,-14.168886184692383,-13.573318481445312
36,-14.240151405334473,-13.557811737060547
37,-14.226576805114746,-13.593303680419922
38,-14.130245208740234,-13.523451805114746
39,-14.266412734985352,-13.752673149108887
40,-14.352192878723145,-13.824795722961426
41,-14.296676635742188,-13.898940086364746
42,-14.40025806427002,-13.585691452026367
43,-14.363009452819824,-14.057319641113281
44,-14.27547550201416,-13.7422513961792
45,-14.253482818603516,-13.822840690612793
46,-14.45386791229248,-13.697358131408691
47,-14.402742385864258,-13.76613712310791
48,-14.55578899383545,-14.169904708862305
49,-14.643590927124023,-14.214975357055664
50,-14.689064979553223,-14.206565856933594
