0,Bird_1,7,33,1,BirdState.ATTACKING,10,10,None
0,Bird_2,80,20,1,BirdState.ATTACKING,10,10,None
0,Bird_3,29,0,1,BirdState.ATTACKING,10,10,None
0,Bird_4,86,15,1,BirdState.ATTACKING,10,10,None
0,Bird_5,33,58,1,BirdState.ATTACKING,10,10,None
0,Bird_6,97,22,1,BirdState.ATTACKING,10,10,None
0,Bird_7,21,18,1,BirdState.ATTACKING,10,10,None
0,Bird_8,9,33,1,BirdState.ATTACKING,10,10,None
1,Bird_1,8,32,1,BirdState.ATTACKING,10,10,birMover
1,Bird_2,79,19,1,BirdState.ATTACKING,10,10,birMover
1,Bird_3,28,1,1,BirdState.ATTACKING,10,10,birMover
1,Bird_4,85,14,1,BirdState.ATTACKING,10,10,birMover
1,Bird_5,32,57,1,BirdState.ATTACKING,10,10,birMover
1,Bird_6,96,21,1,BirdState.ATTACKING,10,10,birMover
1,Bird_7,20,17,1,BirdState.ATTACKING,10,10,birMover
1,Bird_8,10,32,1,BirdState.ATTACKING,10,10,birMover
2,Bird_1,9,31,1,BirdState.ATTACKING,10,10,birMover
2,Bird_2,78,18,1,BirdState.ATTACKING,10,10,birMover
2,Bird_3,27,2,1,BirdState.ATTACKING,10,10,birMover
2,Bird_4,84,13,1,BirdState.ATTACKING,10,10,birMover
2,Bird_5,31,56,1,BirdState.ATTACKING,10,10,birMover
2,Bird_6,95,20,1,BirdState.ATTACKING,10,10,birMover
2,Bird_7,19,16,1,BirdState.ATTACKING,10,10,birMover
2,Bird_8,10,31,1,BirdState.ATTACKING,10,10,birMover
3,Bird_1,10,30,1,BirdState.ATTACKING,10,10,birMover
3,Bird_2,77,17,1,BirdState.ATTACKING,10,10,birMover
3,Bird_3,26,3,1,BirdState.ATTACKING,10,10,birMover
3,Bird_4,83,12,1,BirdState.ATTACKING,10,10,birMover
3,Bird_5,30,55,1,BirdState.ATTACKING,10,10,birMover
3,Bird_6,94,19,1,BirdState.ATTACKING,10,10,birMover
3,Bird_7,18,15,1,BirdState.ATTACKING,10,10,birMover
3,Bird_8,10,30,1,BirdState.ATTACKING,10,10,birMover
4,Bird_1,10,29,1,BirdState.ATTACKING,10,10,birMover
4,Bird_2,76,16,1,BirdState.ATTACKING,10,10,birMover
4,Bird_3,25,4,1,BirdState.ATTACKING,10,10,birMover
4,Bird_4,82,11,1,BirdState.ATTACKING,10,10,birMover
4,Bird_5,29,54,1,BirdState.ATTACKING,10,10,birMover
4,Bird_6,93,18,1,BirdState.ATTACKING,10,10,birMover
4,Bird_7,17,14,1,BirdState.ATTACKING,10,10,birMover
4,Bird_8,10,29,1,BirdState.ATTACKING,10,10,birMover
5,Bird_1,10,28,1,BirdState.ATTACKING,10,10,birMover
5,Bird_2,75,15,1,BirdState.ATTACKING,10,10,birMover
5,Bird_3,24,5,1,BirdState.ATTACKING,10,10,birMover
5,Bird_4,81,10,1,BirdState.ATTACKING,10,10,birMover
5,Bird_5,28,53,1,BirdState.ATTACKING,10,10,birMover
5,Bird_6,92,17,1,BirdState.ATTACKING,10,10,birMover
5,Bird_7,16,13,1,BirdState.ATTACKING,10,10,birMover
5,Bird_8,10,28,1,BirdState.ATTACKING,10,10,birMover
6,Bird_1,10,27,1,BirdState.ATTACKING,10,10,birMover
6,Bird_2,74,14,1,BirdState.ATTACKING,10,10,birMover
6,Bird_3,23,6,1,BirdState.ATTACKING,10,10,birMover
6,Bird_4,80,10,1,BirdState.ATTACKING,10,10,birMover
6,Bird_5,27,52,1,BirdState.ATTACKING,10,10,birMover
6,Bird_6,91,16,1,BirdState.ATTACKING,10,10,birMover
6,Bird_7,15,12,1,BirdState.ATTACKING,10,10,birMover
6,Bird_8,10,27,1,BirdState.ATTACKING,10,10,birMover
7,Bird_1,10,26,1,BirdState.ATTACKING,10,10,birMover
7,Bird_2,73,13,1,BirdState.ATTACKING,10,10,birMover
7,Bird_3,22,7,1,BirdState.ATTACKING,10,10,birMover
7,Bird_4,79,10,1,BirdState.ATTACKING,10,10,birMover
7,Bird_5,26,51,1,BirdState.ATTACKING,10,10,birMover
7,Bird_6,90,15,1,BirdState.ATTACKING,10,10,birMover
7,Bird_7,14,11,1,BirdState.ATTACKING,10,10,birMover
7,Bird_8,10,26,1,BirdState.ATTACKING,10,10,birMover
8,Bird_1,10,25,1,BirdState.ATTACKING,10,10,birMover
8,Bird_2,72,12,1,BirdState.ATTACKING,10,10,birMover
8,Bird_3,21,8,1,BirdState.ATTACKING,10,10,birMover
8,Bird_4,78,10,1,BirdState.ATTACKING,10,10,birMover
8,Bird_5,25,50,1,BirdState.ATTACKING,10,10,birMover
8,Bird_6,89,14,1,BirdState.ATTACKING,10,10,birMover
8,Bird_7,13,10,1,BirdState.ATTACKING,10,10,birMover
8,Bird_8,10,25,1,BirdState.ATTACKING,10,10,birMover
9,Bird_1,10,24,1,BirdState.ATTACKING,10,10,birMover
9,Bird_2,71,11,1,BirdState.ATTACKING,10,10,birMover
9,Bird_3,20,9,1,BirdState.ATTACKING,10,10,birMover
9,Bird_4,77,10,1,BirdState.ATTACKING,10,10,birMover
9,Bird_5,24,49,1,BirdState.ATTACKING,10,10,birMover
9,Bird_6,88,13,1,BirdState.ATTACKING,10,10,birMover
9,Bird_7,12,10,1,BirdState.ATTACKING,10,10,birMover
9,Bird_8,10,24,1,BirdState.ATTACKING,10,10,birMover
10,Bird_1,10,23,1,BirdState.ATTACKING,10,10,birMover
10,Bird_2,70,10,1,BirdState.ATTACKING,10,10,birMover
10,Bird_3,19,10,1,BirdState.ATTACKING,10,10,birMover
10,Bird_4,76,10,1,BirdState.ATTACKING,10,10,birMover
10,Bird_5,23,48,1,BirdState.ATTACKING,10,10,birMover
10,Bird_6,87,12,1,BirdState.ATTACKING,10,10,birMover
10,Bird_7,11,10,1,BirdState.ATTACKING,10,10,birMover
10,Bird_8,10,23,1,BirdState.ATTACKING,10,10,birMover
11,Bird_1,10,22,1,BirdState.ATTACKING,10,10,birMover
11,Bird_2,69,10,1,BirdState.ATTACKING,10,10,birMover
11,Bird_3,18,10,1,BirdState.ATTACKING,10,10,birMover
11,Bird_4,75,10,1,BirdState.ATTACKING,10,10,birMover
11,Bird_5,22,47,1,BirdState.ATTACKING,10,10,birMover
11,Bird_6,86,11,1,BirdState.ATTACKING,10,10,birMover
11,Bird_7,10,10,1,BirdState.IDLE,10,10,birMover
11,Bird_8,10,22,1,BirdState.ATTACKING,10,10,birMover
12,Bird_1,10,21,1,BirdState.ATTACKING,10,10,birMover
12,Bird_2,68,10,1,BirdState.ATTACKING,10,10,birMover
12,Bird_3,17,10,1,BirdState.ATTACKING,10,10,birMover
12,Bird_4,74,10,1,BirdState.ATTACKING,10,10,birMover
12,Bird_5,21,46,1,BirdState.ATTACKING,10,10,birMover
12,Bird_6,85,10,1,BirdState.ATTACKING,10,10,birMover
12,Bird_7,10,10,1,BirdState.IDLE,10,10,birMover
12,Bird_8,10,21,1,BirdState.ATTACKING,10,10,birMover
13,Bird_1,10,20,1,BirdState.ATTACKING,10,10,birMover
13,Bird_2,67,10,1,BirdState.ATTACKING,10,10,birMover
13,Bird_3,16,10,1,BirdState.ATTACKING,10,10,birMover
13,Bird_4,73,10,1,BirdState.ATTACKING,10,10,birMover
13,Bird_5,20,45,1,BirdState.ATTACKING,10,10,birMover
13,Bird_6,84,10,1,BirdState.ATTACKING,10,10,birMover
13,Bird_7,10,10,1,BirdState.IDLE,10,10,birMover
13,Bird_8,10,20,1,BirdState.ATTACKING,10,10,birMover
14,Bird_1,10,19,1,BirdState.ATTACKING,10,10,birMover
14,Bird_2,66,10,1,BirdState.ATTACKING,10,10,birMover
14,Bird_3,15,10,1,BirdState.ATTACKING,10,10,birMover
14,Bird_4,72,10,1,BirdState.ATTACKING,10,10,birMover
14,Bird_5,19,44,1,BirdState.ATTACKING,10,10,birMover
