queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.04,0.0,0.0,1
0.6606355243810423,0.04,0.0,1.0,1
1.2273241359894906,0.04,1.0,1.0,36
1.2334629882825956,0.04,1.0,1.0,62
1.796416472704724,0.04,2.0,1.0,62
2.278864321560687,0.04,3.0,1.0,85
0.0,0.04,0.0,0.0,1
0.7650000000000007,0.04,0.0,1.0,1
0.8100000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7100000000000006,0.04,0.0,1.0,1
1.3400000000000012,0.04,1.0,1.0,31
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.8000000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6156355243810423,0.04,0.0,1.0,1
0.6856355243810424,0.04,0.0,1.0,34
1.3123241359894906,0.04,1.0,1.0,55
1.840277620411619,0.04,2.0,1.0,62
2.347725469267582,0.04,3.0,1.0,82
0.0,0.04,0.0,0.0,1
0.6900000000000006,0.04,0.0,1.0,1
0.8300000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.6550000000000006,0.04,0.0,1.0,1
0.9150000000000007,0.04,0.0,1.0,1
0.9550000000000007,0.04,0.0,1.0,24
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6106355243810423,0.04,0.0,1.0,1
0.7806355243810424,0.04,0.0,1.0,24
1.3984629882825956,0.04,1.0,1.0,51
1.9564164727047242,0.04,2.0,1.0,52
2.483864321560687,0.04,3.0,1.0,75
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7000000000000006,0.04,0.0,1.0,1
0.8700000000000008,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7500000000000007,0.04,0.0,1.0,1
0.8200000000000007,0.04,0.0,1.0,1
0.8150000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6806355243810424,0.04,0.0,1.0,1
1.2823241359894906,0.04,1.0,1.0,34
1.1985890088031708,0.04,1.0,1.0,59
1.736416472704724,0.04,2.0,1.0,76
2.353864321560687,0.04,3.0,1.0,82
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7300000000000006,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.7400000000000007,0.04,0.0,1.0,1
0.7800000000000007,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.7385919398483335,0.04,0.0,1.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.0,0.04,0.0,0.0,1
0.6106355243810423,0.04,0.0,1.0,1
0.7406355243810424,0.04,0.0,1.0,28
1.3034629882825954,0.04,1.0,1.0,56
1.886416472704724,0.04,2.0,1.0,58
2.3888643215606873,0.04,3.0,1.0,81
0.0,0.04,0.0,0.0,1
0.8100000000000007,0.04,0.0,1.0,1
