queue_energy_required_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,20
1.1597361662172452,0.1,1.0,1.0,20
1.333818734130099,0.1,2.0,1.0,29
1.1245727430856274,0.1,1.0,1.0,24
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.6800000000000006,0.1,1.0,0.0,17
1.130000000000001,0.1,1.0,1.0,26
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
0.9100000000000008,0.1,1.0,1.0,34
1.210000000000001,0.1,1.0,1.0,25
0.0,0.1,0.0,0.0,1
0.49000000000000044,0.1,0.0,1.0,20
0.6100000000000005,0.1,0.0,1.0,9
0.5350000000000005,0.1,0.0,1.0,12
0.9200000000000008,0.1,1.0,1.0,28
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.9950000000000009,0.1,1.0,1.0,38
1.6800000000000015,0.1,2.0,1.0,44
2.0700000000000016,0.1,3.0,1.0,58
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5500000000000005,0.1,0.0,1.0,14
0.0,0.1,0.0,0.0,1
0.5400000000000005,0.1,0.0,1.0,15
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,22
1.079736166217245,0.1,1.0,1.0,27
1.4388187341300989,0.1,2.0,1.0,38
1.2495727430856274,0.1,1.0,1.0,23
0.0,0.1,0.0,0.0,1
0.4200000000000004,0.1,0.0,1.0,27
1.080000000000001,0.1,1.0,1.0,27
0.0,0.1,0.0,0.0,1
0.5200000000000005,0.1,0.0,1.0,17
1.075000000000001,0.1,1.0,1.0,24
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
1.110000000000001,0.1,1.0,1.0,28
1.5600000000000014,0.1,2.0,1.0,36
0.0,0.1,0.0,0.0,1
0.40000000000000036,0.1,0.0,1.0,29
0.9200000000000008,0.1,1.0,1.0,41
1.3350000000000013,0.1,2.0,1.0,55
1.9950000000000017,0.1,3.0,0.0,46
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
1.210000000000001,0.1,1.0,1.0,26
1.6200000000000014,0.1,2.0,1.0,38
1.9900000000000015,0.1,3.0,1.0,50
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5600000000000005,0.1,0.0,1.0,13
0.0,0.1,0.0,0.0,1
0.5300000000000005,0.1,0.0,1.0,16
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,20
1.0997361662172451,0.1,1.0,1.0,25
1.0885725071896364,0.1,1.0,1.0,18
0.5184624057564101,0.1,0.0,1.0,12
0.0,0.1,0.0,0.0,1
0.39500000000000035,0.1,0.0,1.0,30
0.9100000000000008,0.1,1.0,1.0,38
1.5250000000000012,0.1,2.0,1.0,47
0.7900000000000007,0.1,0.0,1.0,13
0.0,0.1,0.0,0.0,1
