queue_energy_required_sum,charger_charging_capacity,queue_length,charging_drones,target
0.49500000000000044,0.1,0.0,1.0,20
1.0250000000000008,0.1,1.0,1.0,23
0.0,0.1,0.0,0.0,1
0.49000000000000044,0.1,0.0,1.0,20
0.9600000000000011,0.1,1.0,1.0,18
0.0,0.1,0.0,0.0,1
0.5100000000000005,0.1,0.0,1.0,18
1.095000000000001,0.1,1.0,1.0,25
1.4750000000000014,0.1,2.0,1.0,31
0.0,0.1,0.0,0.0,1
0.5500000000000005,0.1,0.0,1.0,14
0.0,0.1,0.0,0.0,1
0.4500000000000004,0.1,0.0,1.0,24
0.9550000000000008,0.1,1.0,1.0,37
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.4966538342003821,0.1,0.0,1.0,19
1.009736166217245,0.1,1.0,1.0,27
0.6054901751727734,0.1,0.0,1.0,13
1.0395727430856274,0.1,1.0,1.0,24
0.0,0.1,0.0,0.0,1
0.5750000000000005,0.1,0.0,1.0,12
1.060000000000001,0.1,1.0,1.0,22
0.0,0.1,0.0,0.0,1
0.5350000000000005,0.1,0.0,1.0,16
0.0,0.1,0.0,0.0,1
0.5450000000000005,0.1,0.0,1.0,15
0.6350000000000006,0.1,0.0,1.0,9
0.5750000000000005,0.1,0.0,1.0,8
1.0000000000000009,0.1,1.0,1.0,24
0.0,0.1,0.0,0.0,1
0.5450000000000005,0.1,0.0,1.0,15
1.030000000000001,0.1,1.0,1.0,25
1.1300000000000017,0.1,2.0,1.0,25
1.5650000000000015,0.1,3.0,0.0,39
0.0,0.1,0.0,0.0,1
0.4750000000000004,0.1,0.0,1.0,22
1.0650000000000008,0.1,1.0,1.0,22
1.4850000000000012,0.1,2.0,1.0,34
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.6100000000000005,0.1,0.0,1.0,8
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5700000000000005,0.1,0.0,1.0,12
0.0,0.1,0.0,0.0,1
0.5066538342003821,0.1,0.0,1.0,20
1.1197361662172451,0.1,1.0,1.0,21
1.5252263413900184,0.1,2.0,1.0,34
1.1945727430856274,0.1,1.0,1.0,24
0.0,0.1,0.0,0.0,1
0.40000000000000036,0.1,0.0,1.0,29
0.8650000000000008,0.1,1.0,1.0,41
1.4750000000000014,0.1,2.0,1.0,49
0.8400000000000007,0.1,1.0,0.0,18
0.6550000000000006,0.1,0.0,1.0,8
0.49000000000000044,0.1,0.0,1.0,16
1.030000000000001,0.1,1.0,1.0,21
0.0,0.1,0.0,0.0,1
0.49000000000000044,0.1,0.0,1.0,20
1.185000000000001,0.1,1.0,1.0,20
0.6050000000000005,0.1,0.0,1.0,9
0.0,0.1,0.0,0.0,1
0.5200000000000005,0.1,0.0,1.0,17
0.9600000000000009,0.1,1.0,1.0,28
1.1050000000000009,0.1,1.0,1.0,26
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.4450000000000004,0.1,0.0,1.0,25
0.9150000000000008,0.1,1.0,1.0,36
1.5150000000000015,0.1,2.0,1.0,45
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5300000000000005,0.1,0.0,1.0,16
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
0.5700000000000005,0.1,0.0,1.0,12
0.0,0.1,0.0,0.0,1
0.0,0.1,0.0,0.0,1
