Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,122,0.4,0.13020277481323372,2,1,1,0.2,0
8,114,0.4,0.12166488794023479,2,1,2,0.2,0
8,106,0.4,0.11312700106723586,2,1,3,0.2,0
8,80,0.4,0.08537886872998933,2,1,4,0.2,0
8,91,0.4,0.09711846318036287,2,1,5,0.2,0
8,90,0.4,0.096051227321238,2,1,6,0.2,0
8,115,0.4,0.12273212379935966,2,1,7,0.2,0
8,82,0.4,0.08751334044823907,2,1,8,0.2,0
8,111,0.4,0.11846318036286019,2,1,9,0.2,0
8,117,0.4,0.1248665955176094,2,1,10,0.2,0
