Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
8.0,101.6,0.6666666666666666,0.10843116328708646,1.0,2.0,3.0,0.2,0.0
8.0,100.0,0.6666666666666666,0.10672358591248665,1.0,3.0,3.0,0.2,0.0
8.0,96.4,0.6666666666666666,0.10288153681963715,1.0,4.0,3.0,0.2,0.0
8.0,94.8,0.6666666666666666,0.10117395944503735,1.0,5.0,3.0,0.2,0.0
8.0,102.8,0.6666666666666666,0.10971184631803628,1.0,6.0,3.0,0.2,0.0
8.0,99.0,0.6666666666666666,0.1056563500533618,1.0,7.0,3.0,0.2,0.0
8.0,97.8,0.6666666666666666,0.10437566702241194,1.0,8.0,3.0,0.2,0.0
8.0,96.2,0.6666666666666666,0.10266808964781218,1.0,9.0,3.0,0.2,0.0
8.0,103.8,0.6666666666666666,0.11077908217716115,1.0,10.0,3.0,0.2,0.0
8.0,102.0,0.6666666666666666,0.10885805763073639,1.0,11.0,3.0,0.2,0.0
