Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,68,0.6666666666666666,0.07257203842049093,1,1,1,0.2,0
8,112,0.6666666666666666,0.11953041622198506,1,1,2,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,1,3,0.2,0
8,110,0.6666666666666666,0.11739594450373532,1,1,4,0.2,0
8,108,0.6666666666666666,0.1152614727854856,1,1,5,0.2,0
8,88,0.6666666666666666,0.09391675560298826,1,2,1,0.2,0
8,89,0.6666666666666666,0.09498399146211313,1,2,2,0.2,0
8,101,0.6666666666666666,0.10779082177161152,1,2,3,0.2,0
8,108,0.6666666666666666,0.1152614727854856,1,2,4,0.2,0
8,122,0.6666666666666666,0.13020277481323372,1,2,5,0.2,0
8,117,0.6666666666666666,0.1248665955176094,1,3,1,0.2,0
8,90,0.6666666666666666,0.096051227321238,1,3,2,0.2,0
8,107,0.6666666666666666,0.11419423692636073,1,3,3,0.2,0
8,103,0.6666666666666666,0.10992529348986126,1,3,4,0.2,0
8,83,0.6666666666666666,0.08858057630736393,1,3,5,0.2,0
8,107,0.6666666666666666,0.11419423692636073,1,4,1,0.2,0
8,82,0.6666666666666666,0.08751334044823907,1,4,2,0.2,0
8,86,0.6666666666666666,0.09178228388473852,1,4,3,0.2,0
8,101,0.6666666666666666,0.10779082177161152,1,4,4,0.2,0
8,106,0.6666666666666666,0.11312700106723586,1,4,5,0.2,0
8,90,0.6666666666666666,0.096051227321238,1,5,1,0.2,0
8,111,0.6666666666666666,0.11846318036286019,1,5,2,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,5,3,0.2,0
8,89,0.6666666666666666,0.09498399146211313,1,5,4,0.2,0
8,89,0.6666666666666666,0.09498399146211313,1,5,5,0.2,0
8,111,0.6666666666666666,0.11846318036286019,1,6,1,0.2,0
8,123,0.6666666666666666,0.13127001067235858,1,6,2,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,6,3,0.2,0
8,93,0.6666666666666666,0.09925293489861259,1,6,4,0.2,0
8,92,0.6666666666666666,0.09818569903948772,1,6,5,0.2,0
8,100,0.6666666666666666,0.10672358591248667,1,7,1,0.2,0
8,89,0.6666666666666666,0.09498399146211313,1,7,2,0.2,0
8,102,0.6666666666666666,0.10885805763073639,1,7,3,0.2,0
8,105,0.6666666666666666,0.11205976520811099,1,7,4,0.2,0
8,99,0.6666666666666666,0.1056563500533618,1,7,5,0.2,0
8,103,0.6666666666666666,0.10992529348986126,1,8,1,0.2,0
8,96,0.6666666666666666,0.10245464247598719,1,8,2,0.2,0
8,93,0.6666666666666666,0.09925293489861259,1,8,3,0.2,0
8,102,0.6666666666666666,0.10885805763073639,1,8,4,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,8,5,0.2,0
8,86,0.6666666666666666,0.09178228388473852,1,9,1,0.2,0
8,96,0.6666666666666666,0.10245464247598719,1,9,2,0.2,0
8,100,0.6666666666666666,0.10672358591248667,1,9,3,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,9,4,0.2,0
8,104,0.6666666666666666,0.11099252934898612,1,9,5,0.2,0
8,115,0.6666666666666666,0.12273212379935966,1,10,1,0.2,0
8,109,0.6666666666666666,0.11632870864461047,1,10,2,0.2,0
8,96,0.6666666666666666,0.10245464247598719,1,10,3,0.2,0
8,100,0.6666666666666666,0.10672358591248667,1,10,4,0.2,0
8,99,0.6666666666666666,0.1056563500533618,1,10,5,0.2,0
8,95,0.6666666666666666,0.10138740661686232,1,11,1,0.2,0
8,108,0.6666666666666666,0.1152614727854856,1,11,2,0.2,0
8,101,0.6666666666666666,0.10779082177161152,1,11,3,0.2,0
8,101,0.6666666666666666,0.10779082177161152,1,11,4,0.2,0
8,105,0.6666666666666666,0.11205976520811099,1,11,5,0.2,0
