epoch,train_mse,val_mse
1,701.0792236328125,609.6290893554688
2,660.9349365234375,575.773193359375
3,617.0087280273438,539.0695190429688
4,573.43017578125,500.2962951660156
5,522.9523315429688,463.4829406738281
6,478.7178955078125,428.7464294433594
7,430.5072937011719,398.685546875
8,392.6022033691406,371.81158447265625
9,358.2558288574219,348.61761474609375
10,326.2946472167969,328.6975402832031
11,302.1058349609375,311.9925537109375
12,280.34832763671875,299.67864990234375
13,265.3770751953125,289.9863586425781
14,252.54660034179688,282.6140441894531
15,244.41651916503906,275.87115478515625
16,236.9625701904297,270.26190185546875
17,231.0005645751953,266.06427001953125
18,227.15737915039062,262.6104431152344
19,223.1057891845703,258.75006103515625
20,218.8763885498047,255.49090576171875
21,215.48431396484375,252.36456298828125
22,212.6422882080078,249.85226440429688
23,209.7654571533203,246.83290100097656
24,206.7200927734375,244.04273986816406
25,203.91494750976562,241.44754028320312
26,201.33026123046875,238.81597900390625
27,198.73451232910156,236.2622528076172
28,195.78988647460938,232.8445587158203
29,192.2187042236328,230.2657928466797
30,189.7991180419922,228.0734100341797
31,187.55819702148438,225.3552703857422
32,185.69586181640625,223.92674255371094
33,184.234619140625,222.11581420898438
34,182.79208374023438,220.62307739257812
35,181.44772338867188,219.0094451904297
36,180.18902587890625,217.54061889648438
37,179.12484741210938,216.13543701171875
38,178.04098510742188,214.94769287109375
39,176.69081115722656,212.80931091308594
40,174.7167510986328,210.88560485839844
41,173.19187927246094,209.1533660888672
42,170.7939910888672,207.01695251464844
43,169.14675903320312,205.4026336669922
44,167.55953979492188,203.68174743652344
45,166.1978302001953,202.23011779785156
46,166.35226440429688,202.17758178710938
47,166.08900451660156,201.53672790527344
48,165.54681396484375,200.35064697265625
49,164.84500122070312,199.4062957763672
50,163.69610595703125,198.18321228027344
