target,prediction
7,7.1470118
6,3.1181695
11,14.725532
0,0.89199376
15,14.647803
6,3.8372917
20,19.722912
0,5.240176
1,3.7802157
0,0.9170542
21,21.184612
0,0.0026602412
17,8.268067
0,0.0018632468
1,1.2439903
9,5.1160016
4,1.1740564
4,2.3421335
12,6.6285443
1,6.5501657
11,11.307762
12,12.010047
33,25.567421
28,25.11271
11,14.062193
19,17.88003
3,6.4908
11,14.1254425
1,3.7802157
14,15.983357
0,0.5564318
0,0.14105372
0,0.044858355
12,14.745518
2,2.38037
38,27.491434
14,14.484951
22,18.362148
1,4.580599
27,19.363144
8,2.6258519
10,10.659515
28,26.526623
3,4.6609197
11,13.910394
2,2.5660858
21,20.574146
24,15.722051
5,1.4574825
24,14.912474
1,2.1974483
27,23.520601
0,0.0063366704
25,22.343313
32,26.621284
18,14.014939
26,17.700495
0,2.022469
1,0.49697787
0,0.37875414
0,7.0811634
9,3.35186
3,7.7310057
16,16.817024
3,2.9713247
8,14.863528
8,4.318312
16,11.867403
0,0.08031824
14,13.445122
19,18.246357
0,8.5647574e-05
5,4.335159
4,4.6342707
14,9.041796
7,2.9742966
10,9.02288
23,19.732182
0,0.27000302
3,3.8746169
0,0.48946893
9,17.051142
19,18.246357
0,0.005647877
36,35.098415
23,19.909473
0,0.0002369345
33,26.428171
0,0.1200787
0,0.31242642
0,0.0009251509
22,19.68355
34,22.278152
0,0.41759434
5,1.4773682
20,16.797638
21,12.281811
8,4.50764
14,11.975172
3,3.146876
17,12.905978
0,4.0830774
11,14.827136
0,0.0006011672
17,10.389302
0,6.691826
4,4.5154686
0,1.0711424
0,0.12956493
0,8.83089
10,10.717209
35,26.067068
26,17.700495
20,11.932348
18,17.689333
0,1.0235747
4,1.3122212
0,0.31343484
29,27.61741
4,3.0064318
23,14.180055
4,1.4714004
4,2.0355434
8,16.9654
13,16.193518
0,0.080398686
13,18.08776
25,20.852024
0,4.02375
7,2.9742966
5,4.6851144
7,7.1470118
11,13.279151
0,0.0052803573
21,6.895504
14,13.31754
15,22.77952
31,22.35284
0,3.7527683
0,0.7231101
12,7.734931
0,0.6344581
0,1.0930737
0,0.0053151906
14,10.519465
21,12.943862
21,20.036545
24,20.98995
5,12.384032
7,3.9982414
33,21.883558
3,3.290695
34,21.759308
3,1.9021337
12,6.638779
4,4.6342707
5,8.960577
16,10.060985
0,5.6425023
6,2.7034295
18,18.182495
17,17.003675
11,9.271327
0,0.08760442
10,9.349124
1,1.2193135
2,3.0361483
26,25.121141
11,14.725532
0,12.379814
13,12.140375
22,12.831175
11,15.244385
2,4.8134003
0,0.597371
8,16.9654
0,6.3396688
7,2.1124177
3,2.3195722
0,0.4223966
23,21.82443
16,16.52193
14,14.063477
15,8.966555
12,9.999507
0,4.02375
6,9.580713
32,22.122292
17,17.251995
4,1.2258795
26,9.47577
0,4.603328e-05
16,16.030872
0,0.6344581
11,13.910394
0,0.44563654
30,19.993164
1,0.7664854
9,17.051142
33,22.487865
30,20.912247
37,21.597998
2,2.786766
0,0.0016836227
8,12.653249
34,21.759308
0,7.10429
25,19.917425
2,3.0361483
0,0.74447536
0,0.16507724
26,11.656934
9,10.003782
3,6.5201535
0,0.16617636
17,10.305162
4,3.2223318
35,20.024826
3,7.7757406
0,0.27425712
0,2.420842
0,0.0037720657
0,18.458319
0,4.422842
0,0.063940056
5,8.702205
1,1.513956
12,14.578232
8,14.863528
27,15.874726
36,35.098415
0,0.00032862677
0,7.115794
28,26.496971
7,8.016613
0,0.034630973
0,0.40661874
0,1.0204839
0,0.6990332
24,8.365842
0,0.00014223074
0,0.15663481
1,4.812501
0,0.72312194
28,13.073153
19,15.182647
0,0.08383174
3,1.9021337
