epoch,train_loss,val_loss
1,-13.7392578125,-15.955670356750488
2,-16.000452041625977,-16.675987243652344
3,-16.32733917236328,-16.83612823486328
4,-16.520305633544922,-16.882854461669922
5,-16.758113861083984,-16.81381607055664
6,-16.843048095703125,-17.082733154296875
7,-17.066556930541992,-17.386396408081055
8,-16.88959312438965,-17.391294479370117
9,-17.331310272216797,-17.600698471069336
10,-17.41211700439453,-17.57176971435547
11,-17.39360809326172,-17.777019500732422
12,-17.52142333984375,-17.880605697631836
13,-17.60987091064453,-17.800460815429688
14,-17.500097274780273,-17.600656509399414
15,-17.6612606048584,-18.08998680114746
16,-17.791667938232422,-18.080236434936523
17,-17.659584045410156,-18.12207794189453
18,-17.915054321289062,-18.170801162719727
19,-17.901630401611328,-17.926544189453125
20,-17.943849563598633,-18.023176193237305
21,-18.084293365478516,-18.450725555419922
22,-18.129940032958984,-18.333951950073242
23,-17.88398551940918,-18.27733612060547
24,-18.108285903930664,-18.4438419342041
25,-18.166418075561523,-18.615751266479492
26,-18.288347244262695,-18.679014205932617
27,-18.3695011138916,-18.546815872192383
28,-18.39018440246582,-18.722063064575195
29,-18.27577018737793,-18.614919662475586
30,-18.48054313659668,-18.57706069946289
31,-18.424156188964844,-18.74802589416504
32,-18.442386627197266,-18.88108253479004
33,-18.50148582458496,-18.72840690612793
34,-18.56365203857422,-18.777708053588867
35,-18.674413681030273,-18.928422927856445
36,-18.6829891204834,-18.929912567138672
37,-18.55544090270996,-18.734682083129883
38,-18.716815948486328,-19.060224533081055
39,-18.642498016357422,-19.01898193359375
40,-18.71001434326172,-19.046802520751953
41,-18.774089813232422,-18.888057708740234
42,-18.801713943481445,-19.14482307434082
43,-18.817703247070312,-19.15166473388672
44,-18.864765167236328,-18.3267879486084
45,-18.647449493408203,-18.91570472717285
46,-18.774242401123047,-19.2033634185791
47,-18.894939422607422,-19.16253089904785
48,-18.947683334350586,-19.23089599609375
49,-18.971616744995117,-19.218242645263672
50,-18.873870849609375,-19.242338180541992
