epoch,train_loss,val_loss
1,-14.398016929626465,-19.009315490722656
2,-16.70738410949707,-18.846681594848633
3,-16.956628799438477,-19.70378875732422
4,-17.158767700195312,-19.24062156677246
5,-17.471345901489258,-19.82561683654785
6,-17.504793167114258,-18.728797912597656
7,-17.86688232421875,-20.20884895324707
8,-17.997655868530273,-20.177291870117188
9,-17.99765396118164,-19.240524291992188
10,-17.863731384277344,-20.45223617553711
11,-18.13686180114746,-19.566268920898438
12,-18.02477264404297,-19.7385196685791
13,-18.066577911376953,-19.282819747924805
14,-18.072052001953125,-20.581039428710938
15,-18.353195190429688,-20.41594123840332
16,-18.419921875,-20.532642364501953
17,-18.43684196472168,-20.725317001342773
18,-18.47163200378418,-20.62384033203125
19,-18.54714012145996,-20.744029998779297
20,-18.581493377685547,-20.893081665039062
21,-18.613510131835938,-20.56491470336914
22,-18.653310775756836,-20.230575561523438
23,-18.580801010131836,-20.645586013793945
24,-18.619932174682617,-20.88916015625
25,-18.72571563720703,-20.9090518951416
26,-18.643207550048828,-20.88838005065918
27,-18.799142837524414,-21.047391891479492
28,-18.779115676879883,-20.89879035949707
29,-18.888769149780273,-21.17104721069336
30,-18.921728134155273,-21.01851463317871
31,-18.776548385620117,-20.673398971557617
32,-18.77222442626953,-21.114965438842773
33,-18.99295997619629,-21.07154655456543
34,-19.0565242767334,-20.971343994140625
35,-19.0776309967041,-20.97980499267578
36,-18.99560546875,-21.353303909301758
37,-19.068418502807617,-21.263681411743164
38,-19.229581832885742,-21.237886428833008
39,-19.084278106689453,-21.394962310791016
40,-19.06028938293457,-21.31756019592285
41,-19.12394905090332,-21.155012130737305
42,-19.21364402770996,-21.07166862487793
43,-19.2985782623291,-21.484512329101562
44,-19.29306411743164,-21.47196388244629
45,-19.214475631713867,-21.264249801635742
46,-19.23069190979004,-21.61959457397461
47,-19.44819450378418,-21.261550903320312
48,-19.467227935791016,-21.681278228759766
49,-19.428194046020508,-21.618175506591797
50,-19.443279266357422,-21.448060989379883
