epoch,train_loss,val_loss
1,-13.50866413116455,-13.333102226257324
2,-16.555906295776367,-13.522566795349121
3,-16.68672752380371,-13.614678382873535
4,-16.821430206298828,-13.147613525390625
5,-16.953271865844727,-14.062057495117188
6,-17.243663787841797,-14.066675186157227
7,-17.423336029052734,-14.40170955657959
8,-17.440353393554688,-14.332901954650879
9,-17.446889877319336,-14.44189739227295
10,-17.772109985351562,-14.613479614257812
11,-17.79202651977539,-14.696000099182129
12,-17.869455337524414,-14.810105323791504
13,-17.98175811767578,-14.955142974853516
14,-17.828327178955078,-14.935630798339844
15,-18.05023765563965,-14.939756393432617
16,-18.122228622436523,-15.011478424072266
17,-18.10636329650879,-14.75527572631836
18,-17.92974853515625,-15.170114517211914
19,-18.162220001220703,-15.071946144104004
20,-18.292404174804688,-14.952032089233398
21,-18.19968605041504,-15.167462348937988
22,-18.18356704711914,-15.309730529785156
23,-18.326074600219727,-15.060142517089844
24,-18.290950775146484,-14.942378044128418
25,-18.273454666137695,-15.27738094329834
26,-18.377029418945312,-15.374991416931152
27,-18.34949493408203,-15.444863319396973
28,-18.422027587890625,-15.403297424316406
29,-18.276805877685547,-15.435790061950684
30,-18.472131729125977,-15.575576782226562
31,-18.474184036254883,-15.409804344177246
32,-18.504390716552734,-15.096015930175781
33,-18.220338821411133,-15.540404319763184
34,-18.59605598449707,-15.636343955993652
35,-18.566213607788086,-15.59544563293457
36,-18.676753997802734,-15.61534595489502
37,-18.66520881652832,-15.692543029785156
38,-18.715009689331055,-15.581890106201172
39,-18.679059982299805,-15.690052032470703
40,-18.751338958740234,-15.803874969482422
41,-18.829545974731445,-15.742976188659668
42,-18.683391571044922,-15.559412956237793
43,-18.704788208007812,-15.893254280090332
44,-18.744152069091797,-15.78267765045166
45,-18.87149429321289,-15.87073040008545
46,-18.76264190673828,-16.015663146972656
47,-18.919301986694336,-15.981035232543945
48,-18.936418533325195,-15.958590507507324
49,-18.94913101196289,-15.972169876098633
50,-19.000980377197266,-15.602548599243164
