target,prediction
15,12.783555
15,18.789051
26,24.310919
4,5.219702
16,14.94472
0,0.5443395
0,0.08882217
28,11.442503
0,0.24017844
29,11.586021
0,0.5683426
0,9.389597
29,17.971321
0,2.237487
0,0.3264166
25,14.028241
0,0.14497079
1,0.34888643
0,1.3626035
20,9.359299
36,20.092592
30,19.482693
33,31.155136
26,21.27597
15,11.456649
37,17.809141
0,0.062558636
3,12.745949
0,0.06463325
3,7.293966
8,3.0619624
17,10.851241
0,0.14056946
7,10.791689
22,11.712608
0,0.80879116
26,20.589891
24,25.681408
0,0.0016277952
0,0.1005473
34,16.281155
8,11.693953
16,19.135336
3,3.5930429
17,7.1919675
25,19.22698
3,7.749222
6,1.0445771
7,3.2542455
15,11.33883
24,16.987978
24,23.435959
0,0.105765514
9,6.196037
9,10.735189
0,0.6284241
4,0.9884435
2,2.703894
0,0.1910811
0,1.7073973
20,22.875673
1,1.7678277
3,6.460217
0,9.4398155
7,21.692974
0,4.4994836
0,0.0029345588
0,11.799818
0,0.1576847
6,1.8719281
26,13.509354
0,10.292806
13,10.863112
7,11.650301
11,14.256293
13,9.439723
14,10.598859
2,1.4401294
10,8.350922
13,13.193053
10,10.697791
0,0.22937702
31,21.72115
1,9.16555
0,0.42764676
2,2.8869655
7,13.716178
31,16.430758
2,3.2755804
12,11.181729
0,0.007948746
0,0.039078906
36,18.530184
22,19.582462
6,6.1062484
5,5.4404783
18,19.286575
22,20.481703
15,11.395371
0,0.17794153
17,14.908251
0,0.022567656
3,13.017097
31,23.93411
21,12.650305
15,13.94685
26,15.390091
22,23.41289
20,23.665705
1,3.6725633
0,0.2560785
5,16.65811
32,28.556078
0,0.029472955
1,2.4250598
19,15.183428
6,7.4898844
19,15.278489
5,5.9879575
27,5.3202257
0,0.05468088
0,0.89093053
0,0.7335705
0,0.76522505
24,16.051348
22,16.383057
31,18.944574
8,19.233763
9,19.139164
7,2.403062
8,10.628433
3,12.350075
1,10.525195
0,0.5096259
24,16.363325
0,0.9437313
2,2.2354236
0,0.02147182
11,12.641073
26,12.024917
0,0.5701376
18,10.578166
11,10.611952
18,16.97967
3,12.745949
5,8.286521
20,16.804344
31,23.751608
0,0.03061311
15,10.459374
0,0.38663015
11,19.502031
13,15.685703
0,0.41725633
30,29.346968
0,0.6426592
4,1.8171889
16,14.807303
6,10.565218
1,18.983313
21,18.366463
22,21.53693
1,5.1923895
18,18.887056
0,0.88755316
2,0.83141226
18,16.071579
26,22.32607
4,7.775303
0,10.028984
0,0.0058834553
7,6.807558
5,6.848193
13,17.58055
14,15.663916
8,10.784097
33,32.26254
9,10.585463
11,9.964489
16,11.140218
0,0.25819772
3,6.1017776
17,14.535827
5,2.157355
12,7.9881964
0,0.8068358
14,10.79905
1,7.897701
38,20.103432
4,3.514587
6,10.980037
24,21.64661
25,5.254213
20,21.369236
0,0.020175368
27,23.28009
31,29.117104
11,14.7746525
38,19.795097
9,5.5247297
10,7.9728837
0,0.5656515
0,0.17397326
0,0.32204393
33,19.77027
33,16.60319
3,10.127476
11,8.572491
31,31.67312
20,19.932827
16,10.439677
10,10.6436205
27,12.468625
21,9.98602
10,10.593021
5,5.2523227
11,21.469473
1,4.9449053
0,10.343757
21,15.221472
17,14.325231
27,14.516896
4,2.0658522
29,29.424183
0,0.5126933
23,12.91487
0,6.1758075
0,9.874841
15,10.156875
0,0.25029474
0,0.036476716
8,4.583026
0,0.09519559
0,0.4875833
8,5.9680204
7,6.3354735
14,13.781013
9,12.510725
6,15.135795
5,10.329275
8,8.467023
9,6.4706936
0,0.4372289
19,16.535618
11,12.408132
10,19.38737
1,2.633604
11,8.668935
0,0.008953958
7,10.878759
7,10.833229
0,0.024655502
0,0.36479595
9,10.745542
4,3.9514775
19,15.376102
11,10.649273
4,3.5174816
3,2.1622403
0,11.00206
0,0.19680333
0,0.47342256
2,3.0941553
17,17.584091
2,13.3340645
3,1.6362342
0,0.0028912842
10,9.610646
1,10.525195
6,2.8161771
30,16.353561
22,11.712608
2,7.7232256
5,3.639545
1,2.85898
0,0.111854404
13,13.745858
29,27.493473
0,0.029472955
4,13.289888
10,11.938688
0,7.9647217
27,17.389254
18,14.092689
1,18.69889
0,0.041623704
0,0.39110982
3,0.8739918
4,8.41971
25,23.70988
0,0.14263242
17,18.082294
31,16.252758
29,29.816551
4,5.7495146
0,0.9345035
0,0.30102047
26,24.794352
34,18.838032
11,21.469473
6,12.593766
1,0.89756066
0,0.13064888
21,20.818583
29,28.21323
25,14.137585
6,10.8398485
34,19.798273
15,10.720579
0,0.02261925
0,9.257931
10,8.833349
0,9.876609
10,10.737928
11,12.653505
6,3.7796984
0,0.17543733
0,1.5908614
35,23.5914
0,7.837842
0,0.10451853
22,19.08054
0,0.24726906
14,15.100727
6,2.9250402
29,25.991253
12,5.541485
0,0.21079297
9,8.1478
0,0.44543397
14,10.739359
26,22.910173
23,21.58172
20,19.458405
11,19.453024
0,9.370355
6,9.348725
9,5.5247297
6,4.011067
12,10.60816
0,0.038456995
3,5.187303
0,0.15625846
32,16.535385
22,21.85401
20,14.309085
35,23.318937
0,0.064487025
29,12.38892
5,1.6833693
0,0.27758026
0,0.07116248
0,0.0089165745
4,6.1619215
3,1.3503828
32,26.774841
4,8.349779
12,10.8379
5,4.046443
0,0.012595924
18,14.539255
0,8.7685585
2,5.653777
1,11.584524
3,5.2555923
5,2.2155554
13,15.1388445
14,10.850605
0,0.51418716
1,7.697317
34,19.798273
13,9.925409
31,16.252758
0,6.9030538
20,15.226092
6,1.3825598
3,2.3278356
0,0.18938608
11,9.001872
0,0.78690046
0,0.20302132
