epoch,train_loss,val_loss
1,-12.487282752990723,-14.773706436157227
2,-15.224136352539062,-15.01380729675293
3,-15.329227447509766,-15.021141052246094
4,-15.360066413879395,-15.25543212890625
5,-15.464300155639648,-15.566970825195312
6,-15.631566047668457,-15.705469131469727
7,-15.814708709716797,-15.880345344543457
8,-15.85669231414795,-15.851222038269043
9,-15.961284637451172,-15.944293022155762
10,-16.15957260131836,-16.22431182861328
11,-16.174964904785156,-16.019954681396484
12,-16.352418899536133,-16.239604949951172
13,-16.335689544677734,-16.21352767944336
14,-16.328304290771484,-16.48453140258789
15,-16.420488357543945,-16.362031936645508
16,-16.478445053100586,-16.400964736938477
17,-16.53317642211914,-16.653257369995117
18,-16.49519157409668,-16.65795135498047
19,-16.576581954956055,-16.657346725463867
20,-16.55047607421875,-16.64950180053711
21,-16.61063575744629,-16.74465560913086
22,-16.662851333618164,-16.844451904296875
23,-16.46733283996582,-16.689952850341797
24,-16.64252471923828,-16.900428771972656
25,-16.788740158081055,-16.76182746887207
26,-16.739524841308594,-16.925891876220703
27,-16.837411880493164,-16.843849182128906
28,-16.83419418334961,-16.98161506652832
29,-16.845138549804688,-16.911903381347656
30,-16.837337493896484,-16.70854949951172
31,-16.81329345703125,-17.14517593383789
32,-17.020925521850586,-16.764862060546875
33,-17.01003074645996,-16.976806640625
34,-17.043682098388672,-17.1713809967041
35,-17.006357192993164,-17.16912078857422
36,-16.83656120300293,-17.140037536621094
37,-17.105016708374023,-17.168832778930664
38,-17.03972816467285,-17.081485748291016
39,-17.05451774597168,-17.07272720336914
40,-17.13836669921875,-17.327268600463867
41,-17.250547409057617,-17.38069725036621
42,-17.19965934753418,-17.179805755615234
43,-17.22390365600586,-17.424129486083984
44,-17.287839889526367,-17.434249877929688
45,-17.339330673217773,-17.401700973510742
46,-17.339628219604492,-17.471681594848633
47,-17.404220581054688,-17.40232276916504
48,-17.411396026611328,-17.357038497924805
49,-17.418790817260742,-17.449050903320312
50,-17.408754348754883,-17.598493576049805
