epoch,train_loss,val_loss
1,-14.628227233886719,-14.576310157775879
2,-16.532249450683594,-15.78222370147705
3,-17.1438045501709,-15.96102523803711
4,-17.368362426757812,-16.271499633789062
5,-17.581954956054688,-16.312541961669922
6,-17.679702758789062,-16.048139572143555
7,-17.870361328125,-16.616832733154297
8,-18.12738800048828,-16.751176834106445
9,-18.049762725830078,-16.85336685180664
10,-18.190353393554688,-16.09423065185547
11,-18.126888275146484,-16.760032653808594
12,-18.36781120300293,-16.96619987487793
13,-18.512178421020508,-16.751300811767578
14,-18.37832260131836,-16.91823959350586
15,-18.32939338684082,-17.091135025024414
16,-18.49382781982422,-17.180986404418945
17,-18.67275619506836,-17.191082000732422
18,-18.589576721191406,-17.186826705932617
19,-18.77496910095215,-17.262367248535156
20,-18.712053298950195,-16.98723793029785
21,-18.780385971069336,-17.27277374267578
22,-18.868988037109375,-17.19209098815918
23,-18.838542938232422,-17.256704330444336
24,-18.853628158569336,-17.470352172851562
25,-18.97946548461914,-17.51919937133789
26,-19.031158447265625,-17.096569061279297
27,-19.051734924316406,-17.5523738861084
28,-19.12478256225586,-17.43762969970703
29,-19.123428344726562,-17.40182876586914
30,-18.9436092376709,-17.493465423583984
31,-19.11257553100586,-17.74268341064453
32,-19.266021728515625,-17.64851188659668
33,-19.275331497192383,-17.559175491333008
34,-19.289823532104492,-17.57879638671875
35,-19.397794723510742,-17.63644790649414
36,-19.30130386352539,-17.892894744873047
37,-19.42829132080078,-17.881370544433594
38,-19.42427635192871,-17.73117446899414
39,-19.440404891967773,-18.028915405273438
40,-19.338956832885742,-17.886280059814453
41,-19.55081558227539,-17.988805770874023
42,-19.599971771240234,-18.091899871826172
43,-19.624496459960938,-18.098575592041016
44,-19.65854263305664,-18.133359909057617
45,-19.69635772705078,-17.88920021057129
46,-19.72557258605957,-18.1270809173584
47,-19.747947692871094,-17.956218719482422
48,-19.67949676513672,-18.098949432373047
49,-19.7912540435791,-18.322296142578125
50,-19.861480712890625,-18.36728858947754
