Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
15,46,0.75,0.04909284951974386,2,1,1,0.2,0
15,29,0.75,0.030949839914621132,2,1,2,0.2,0
17,41,0.85,0.04375667022411953,2,1,3,0.2,0
15,32,0.75,0.03415154749199573,2,1,4,0.2,0
15,34,0.75,0.03628601921024546,2,1,5,0.2,0
17,25,0.85,0.026680896478121666,2,2,1,0.2,0
17,39,0.85,0.0416221985058698,2,2,2,0.2,0
15,38,0.75,0.04055496264674493,2,2,3,0.2,0
18,37,0.9,0.03948772678762007,2,2,4,0.2,0
15,25,0.75,0.026680896478121666,2,2,5,0.2,0
15,56,0.75,0.05976520811099253,2,3,1,0.2,0
15,37,0.75,0.03948772678762007,2,3,2,0.2,0
15,50,0.75,0.05336179295624333,2,3,3,0.2,0
15,43,0.75,0.04589114194236926,2,3,4,0.2,0
15,40,0.75,0.042689434364994665,2,3,5,0.2,0
15,47,0.75,0.05016008537886873,2,4,1,0.2,0
15,43,0.75,0.04589114194236926,2,4,2,0.2,0
16,43,0.8,0.04589114194236926,2,4,3,0.2,0
18,33,0.9,0.035218783351120594,2,4,4,0.2,0
15,36,0.75,0.0384204909284952,2,4,5,0.2,0
15,34,0.75,0.03628601921024546,2,5,1,0.2,0
15,54,0.75,0.0576307363927428,2,5,2,0.2,0
18,31,0.9,0.033084311632870865,2,5,3,0.2,0
17,21,0.85,0.022411953041622197,2,5,4,0.2,0
17,28,0.85,0.029882604055496264,2,5,5,0.2,0
16,56,0.8,0.05976520811099253,2,6,1,0.2,0
14,45,0.7,0.048025613660619,2,6,2,0.2,0
16,42,0.8,0.044823906083244394,2,6,3,0.2,0
15,47,0.75,0.05016008537886873,2,6,4,0.2,0
18,33,0.9,0.035218783351120594,2,6,5,0.2,0
15,44,0.75,0.04695837780149413,2,7,1,0.2,0
15,43,0.75,0.04589114194236926,2,7,2,0.2,0
15,32,0.75,0.03415154749199573,2,7,3,0.2,0
15,31,0.75,0.033084311632870865,2,7,4,0.2,0
18,26,0.9,0.02774813233724653,2,7,5,0.2,0
17,23,0.85,0.02454642475987193,2,8,1,0.2,0
15,44,0.75,0.04695837780149413,2,8,2,0.2,0
15,36,0.75,0.0384204909284952,2,8,3,0.2,0
15,27,0.75,0.0288153681963714,2,8,4,0.2,0
15,31,0.75,0.033084311632870865,2,8,5,0.2,0
15,45,0.75,0.048025613660619,2,9,1,0.2,0
15,39,0.75,0.0416221985058698,2,9,2,0.2,0
18,31,0.9,0.033084311632870865,2,9,3,0.2,0
15,30,0.75,0.032017075773746,2,9,4,0.2,0
15,26,0.75,0.02774813233724653,2,9,5,0.2,0
15,38,0.75,0.04055496264674493,2,10,1,0.2,0
15,44,0.75,0.04695837780149413,2,10,2,0.2,0
15,19,0.75,0.020277481323372464,2,10,3,0.2,0
16,37,0.8,0.03948772678762007,2,10,4,0.2,0
15,20,0.75,0.021344717182497332,2,10,5,0.2,0
14,41,0.7,0.04375667022411953,2,11,1,0.2,0
15,40,0.75,0.042689434364994665,2,11,2,0.2,0
15,47,0.75,0.05016008537886873,2,11,3,0.2,0
15,52,0.75,0.05549626467449306,2,11,4,0.2,0
15,44,0.75,0.04695837780149413,2,11,5,0.2,0
