Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
17,28,0.85,0.029882604055496264,2,1,1,0.2,0
16,41,0.8,0.04375667022411953,2,1,2,0.2,0
17,50,0.85,0.05336179295624333,2,1,3,0.2,0
16,23,0.8,0.02454642475987193,2,1,4,0.2,0
16,25,0.8,0.026680896478121666,2,1,5,0.2,0
17,44,0.85,0.04695837780149413,2,2,1,0.2,0
17,32,0.85,0.03415154749199573,2,2,2,0.2,0
16,40,0.8,0.042689434364994665,2,2,3,0.2,0
18,34,0.9,0.03628601921024546,2,2,4,0.2,0
16,32,0.8,0.03415154749199573,2,2,5,0.2,0
16,51,0.8,0.054429028815368194,2,3,1,0.2,0
16,24,0.8,0.025613660618996798,2,3,2,0.2,0
17,31,0.85,0.033084311632870865,2,3,3,0.2,0
16,28,0.8,0.029882604055496264,2,3,4,0.2,0
16,36,0.8,0.0384204909284952,2,3,5,0.2,0
16,36,0.8,0.0384204909284952,2,4,1,0.2,0
16,32,0.8,0.03415154749199573,2,4,2,0.2,0
16,41,0.8,0.04375667022411953,2,4,3,0.2,0
18,38,0.9,0.04055496264674493,2,4,4,0.2,0
16,50,0.8,0.05336179295624333,2,4,5,0.2,0
16,34,0.8,0.03628601921024546,2,5,1,0.2,0
17,37,0.85,0.03948772678762007,2,5,2,0.2,0
18,29,0.9,0.030949839914621132,2,5,3,0.2,0
17,34,0.85,0.03628601921024546,2,5,4,0.2,0
17,34,0.85,0.03628601921024546,2,5,5,0.2,0
16,37,0.8,0.03948772678762007,2,6,1,0.2,0
15,34,0.75,0.03628601921024546,2,6,2,0.2,0
16,24,0.8,0.025613660618996798,2,6,3,0.2,0
16,42,0.8,0.044823906083244394,2,6,4,0.2,0
18,29,0.9,0.030949839914621132,2,6,5,0.2,0
16,43,0.8,0.04589114194236926,2,7,1,0.2,0
16,40,0.8,0.042689434364994665,2,7,2,0.2,0
15,34,0.75,0.03628601921024546,2,7,3,0.2,0
17,42,0.85,0.044823906083244394,2,7,4,0.2,0
18,42,0.9,0.044823906083244394,2,7,5,0.2,0
17,26,0.85,0.02774813233724653,2,8,1,0.2,0
16,40,0.8,0.042689434364994665,2,8,2,0.2,0
16,32,0.8,0.03415154749199573,2,8,3,0.2,0
17,29,0.85,0.030949839914621132,2,8,4,0.2,0
16,30,0.8,0.032017075773746,2,8,5,0.2,0
16,17,0.8,0.01814300960512273,2,9,1,0.2,0
16,42,0.8,0.044823906083244394,2,9,2,0.2,0
18,33,0.9,0.035218783351120594,2,9,3,0.2,0
16,30,0.8,0.032017075773746,2,9,4,0.2,0
16,33,0.8,0.035218783351120594,2,9,5,0.2,0
16,28,0.8,0.029882604055496264,2,10,1,0.2,0
16,33,0.8,0.035218783351120594,2,10,2,0.2,0
16,45,0.8,0.048025613660619,2,10,3,0.2,0
16,26,0.8,0.02774813233724653,2,10,4,0.2,0
16,30,0.8,0.032017075773746,2,10,5,0.2,0
15,45,0.75,0.048025613660619,2,11,1,0.2,0
17,31,0.85,0.033084311632870865,2,11,2,0.2,0
17,32,0.85,0.03415154749199573,2,11,3,0.2,0
16,41,0.8,0.04375667022411953,2,11,4,0.2,0
16,43,0.8,0.04589114194236926,2,11,5,0.2,0
