current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
107,Drone_27,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,3,1,0,0
108,Drone_21,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_9,4,1,0,0
125,Drone_22,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,3,1,0,0
134,Drone_24,0.26499999999999935,0.0,0.15,15.0354,Charger_9,3,3,0,1
140,Drone_26,0.23999999999999932,0.0,0.11401754250991379,11.436714952691776,Charger_8,2,2,0,1
152,Drone_25,0.18499999999999928,0.0,0.09219544457292887,9.255832275075804,Charger_7,2,2,0,1
163,Drone_29,0.13999999999999924,0.0,0.1264911064067352,12.688570284929787,Charger_9,3,2,0,1
257,Drone_21,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_9,2,1,0,0
258,Drone_22,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,2,1,0,0
275,Drone_27,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,2,1,0,0
294,Drone_24,0.3499999999999994,0.0,0.15,15.032,Charger_9,1,1,0,1
306,Drone_26,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,1,1,0,1
318,Drone_25,0.27999999999999936,0.0,0.0806225774829855,8.094282651397869,Charger_8,2,1,0,0
401,Drone_22,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,3,1,0,0
406,Drone_21,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_9,1,1,0,0
438,Drone_27,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,2,1,0,0
467,Drone_24,0.27999999999999936,0.0,0.0806225774829855,8.094282651397869,Charger_8,3,1,0,0
472,Drone_26,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,1,1,0,0
490,Drone_25,0.25999999999999934,0.0,0.0806225774829855,8.095082651397869,Charger_8,2,1,0,1
