drone_battery,drone_state_IDLE,drone_state_PROTECTING,drone_state_MOVING_TO_FIELD,drone_state_MOVING_TO_CHARGER,drone_state_CHARGING,drone_state_TERMINATED,charger_distance,queue_length,charging_drones,target
0.5861200465322697,0.0,0.0,1.0,0.0,0.0,0.0,0.2801900147319385,0.0,0.0,1
0.6978968750869602,0.0,0.0,1.0,0.0,0.0,0.0,0.36852067629255836,0.0,1.0,21
0.6858498377182178,0.0,0.0,1.0,0.0,0.0,0.0,0.27994895900433886,0.14285714285714285,1.0,34
0.6990196192766115,0.0,1.0,0.0,0.0,0.0,0.0,0.14866068747318506,0.2857142857142857,1.0,47
0.7800832046615236,0.0,1.0,0.0,0.0,0.0,0.0,0.16763054614240208,0.42857142857142855,1.0,60
0.7749999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.30016662039607267,0.2857142857142857,1.0,33
0.7949999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2193171219946131,0.2857142857142857,1.0,28
0.7199999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.2397967148817426,0.2857142857142857,1.0,29
0.7749999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.30016662039607267,0.42857142857142855,1.0,41
0.8299999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.23823884122397962,0.5714285714285714,1.0,51
0.8799999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1697056274847714,0.7142857142857143,1.0,62
0.8399999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.22627416997969524,0.5714285714285714,1.0,60
0.8849999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.14866068747318506,0.5714285714285714,1.0,68
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.15556349186104024,0.7142857142857143,1.0,71
0.8399999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.22627416997969507,0.5714285714285714,1.0,69
0.8399999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.22627416997969546,0.5714285714285714,1.0,74
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.15556349186104024,0.7142857142857143,1.0,82
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.15556349186104024,0.7142857142857143,1.0,81
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.15556349186104054,0.7142857142857143,1.0,82
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1555634918610406,0.7142857142857143,1.0,84
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1555634918610405,0.7142857142857143,1.0,73
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.14866068747318506,0.7142857142857143,1.0,71
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1555634918610406,0.7142857142857143,1.0,70
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.14866068747318506,0.7142857142857143,1.0,70
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.14866068747318506,0.7142857142857143,1.0,70
0.8749999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.16763054614240208,0.5714285714285714,1.0,67
0.8249999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.23259406699226012,0.42857142857142855,1.0,58
0.8349999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.2193171219946131,0.42857142857142855,1.0,58
0.8099999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.2687005768508883,0.42857142857142855,1.0,55
0.8249999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.23259406699226012,0.42857142857142855,1.0,56
0.8099999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.2687005768508883,0.42857142857142855,1.0,54
0.8449999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.14866068747318506,0.42857142857142855,1.0,52
0.8099999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.2687005768508879,0.42857142857142855,1.0,52
0.8849999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.14866068747318506,0.5714285714285714,1.0,58
0.4824985226508348,0.0,1.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,1
0.5358005651357067,0.0,1.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,1.0,16
0.6178968750869601,0.0,0.0,1.0,0.0,0.0,0.0,0.308473121390867,0.0,0.0,1
0.7050832046615235,0.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,1.0,30
0.6690196192766115,0.0,1.0,0.0,0.0,0.0,0.0,0.2193171219946131,0.14285714285714285,1.0,42
0.5958498377182178,0.0,1.0,0.0,0.0,0.0,0.0,0.16763054614240208,0.2857142857142857,1.0,55
0.6099999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,1
0.6999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.30016662039607267,0.0,1.0,29
0.7049999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.23259406699226012,0.14285714285714285,1.0,41
0.6749999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.16763054614240208,0.2857142857142857,1.0,54
0.5699999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.23259406699226012,0.0,0.0,1
0.6799999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,1.0,25
0.6299999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2193171219946131,0.14285714285714285,1.0,34
0.6599999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.14866068747318506,0.2857142857142857,1.0,48
