epoch,train_mse,val_mse
1,283.8516540527344,125.73210144042969
2,287.90228271484375,160.01499938964844
3,265.64263916015625,200.3527069091797
4,240.48960876464844,118.70832061767578
5,248.6416778564453,160.72669982910156
6,236.04013061523438,168.52163696289062
7,261.4665222167969,114.830078125
8,222.4497528076172,183.2348175048828
9,216.9514923095703,113.32077026367188
10,203.07020568847656,115.10405731201172
11,184.71424865722656,127.43118286132812
12,176.4698028564453,103.92658996582031
13,172.89808654785156,115.74160766601562
14,164.24081420898438,111.68180847167969
15,160.96539306640625,104.94284057617188
16,148.21400451660156,96.54048156738281
17,142.0084228515625,115.70552062988281
18,143.88119506835938,102.93671417236328
19,130.1259002685547,113.7499771118164
20,129.3207550048828,89.28947448730469
21,126.56827545166016,106.13213348388672
22,125.37605285644531,95.30167388916016
23,113.53395080566406,91.53797912597656
24,108.8930892944336,104.52633666992188
25,109.2637939453125,93.60332489013672
26,105.18391418457031,92.41495513916016
27,101.50653839111328,88.59796142578125
28,98.44801330566406,103.77189636230469
29,118.24388885498047,83.12218475341797
30,123.2084732055664,96.59705352783203
31,109.8263931274414,91.26600646972656
32,101.9533462524414,85.80751037597656
33,103.12493133544922,94.94257354736328
34,90.58868408203125,84.0037612915039
35,93.43274688720703,89.38988494873047
36,87.9578857421875,90.97999572753906
37,89.05431365966797,83.54759216308594
38,85.23082733154297,87.54672241210938
39,85.71763610839844,83.20466613769531
40,81.9332275390625,79.14337158203125
41,90.88910675048828,75.39714813232422
42,91.15409088134766,82.81352233886719
43,88.45085144042969,97.52346801757812
44,110.64280700683594,82.03931427001953
45,95.89984893798828,97.63101196289062
46,91.58877563476562,74.58296203613281
47,98.53144836425781,104.7123031616211
48,85.42549896240234,80.34552001953125
49,84.83067321777344,96.60735321044922
50,78.75425720214844,79.97110748291016
