Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
6,489,0.75,0.5218783351120597,1,1,1,0.2,0
6,512,0.75,0.5464247598719317,1,1,2,0.2,0
6,501,0.75,0.5346851654215582,1,1,3,0.2,0
6,474,0.75,0.5058697972251868,1,1,4,0.2,0
6,474,0.75,0.5058697972251868,1,1,5,0.2,0
6,522,0.75,0.5570971184631803,1,1,6,0.2,0
6,540,0.75,0.576307363927428,1,1,7,0.2,0
6,464,0.75,0.4951974386339381,1,1,8,0.2,0
6,481,0.75,0.5133404482390609,1,1,9,0.2,0
6,515,0.75,0.5496264674493063,1,1,10,0.2,0
