epoch,train_loss,val_loss
1,-13.699098587036133,-13.936624526977539
2,-15.222517013549805,-14.298690795898438
3,-15.760953903198242,-14.42621898651123
4,-15.788337707519531,-14.749009132385254
5,-15.908401489257812,-14.898177146911621
6,-15.980775833129883,-14.952661514282227
7,-15.697291374206543,-15.025931358337402
8,-16.292356491088867,-15.077292442321777
9,-16.090261459350586,-15.03466796875
10,-16.461471557617188,-15.279617309570312
11,-16.59528350830078,-15.189996719360352
12,-16.548038482666016,-15.39390754699707
13,-16.764724731445312,-15.493988990783691
14,-16.831600189208984,-15.328290939331055
15,-16.74509048461914,-15.641997337341309
16,-16.828472137451172,-15.605900764465332
17,-17.021778106689453,-15.702730178833008
18,-17.080795288085938,-15.680948257446289
19,-17.110061645507812,-15.573698997497559
20,-16.994441986083984,-15.804970741271973
21,-17.10061264038086,-15.836010932922363
22,-17.151578903198242,-15.576009750366211
23,-16.954790115356445,-15.463855743408203
24,-17.172025680541992,-15.821939468383789
25,-16.95859718322754,-15.490537643432617
26,-17.26476287841797,-15.844338417053223
27,-17.206026077270508,-15.79349422454834
28,-17.313547134399414,-15.830625534057617
29,-17.21138572692871,-15.149630546569824
30,-16.1053524017334,-15.083978652954102
31,-17.07036018371582,-15.40190601348877
32,-17.25190544128418,-15.769708633422852
33,-17.319087982177734,-15.804718017578125
34,-17.448484420776367,-15.852294921875
35,-17.295175552368164,-15.855724334716797
36,-17.395952224731445,-15.823421478271484
37,-17.347501754760742,-15.718196868896484
38,-17.10491180419922,-15.912067413330078
39,-17.41783905029297,-15.618209838867188
40,-17.21844482421875,-15.883920669555664
41,-17.543228149414062,-15.750144004821777
42,-17.289203643798828,-15.611493110656738
43,-17.005393981933594,-15.8174467086792
44,-17.433053970336914,-15.960855484008789
45,-17.592164993286133,-15.674504280090332
46,-17.379283905029297,-16.00951385498047
47,-17.60618782043457,-15.838162422180176
48,-17.472787857055664,-15.872926712036133
49,-17.54438591003418,-15.975997924804688
50,-17.657085418701172,-15.997886657714844
