Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
13.8,43.4,0.69,0.0463180362860192,2.0,2.0,3.0,0.2,0.0
13.0,58.2,0.65,0.062113127001067234,2.0,3.0,3.0,0.2,0.0
13.4,44.4,0.67,0.047385272145144076,2.0,4.0,3.0,0.2,0.0
13.8,46.0,0.6900000000000001,0.04909284951974387,2.0,5.0,3.0,0.2,0.0
13.6,52.8,0.6799999999999999,0.05635005336179296,2.0,6.0,3.0,0.2,0.0
13.2,57.8,0.6599999999999999,0.061686232657417295,2.0,7.0,3.0,0.2,0.0
13.0,56.2,0.65,0.0599786552828175,2.0,8.0,3.0,0.2,0.0
13.4,44.4,0.6699999999999999,0.047385272145144076,2.0,9.0,3.0,0.2,0.0
13.2,55.0,0.66,0.05869797225186767,2.0,10.0,3.0,0.2,0.0
13.0,52.2,0.65,0.05570971184631803,2.0,11.0,3.0,0.2,0.0
