Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
13,33,0.65,0.035218783351120594,2,1,1,0.2,0
13,62,0.65,0.06616862326574173,2,1,2,0.2,0
14,65,0.7,0.06937033084311633,2,1,3,0.2,0
13,30,0.65,0.032017075773746,2,1,4,0.2,0
13,64,0.65,0.06830309498399147,2,1,5,0.2,0
14,53,0.7,0.05656350053361793,2,2,1,0.2,0
14,38,0.7,0.04055496264674493,2,2,2,0.2,0
13,41,0.65,0.04375667022411953,2,2,3,0.2,0
15,43,0.75,0.04589114194236926,2,2,4,0.2,0
13,42,0.65,0.044823906083244394,2,2,5,0.2,0
13,61,0.65,0.06510138740661686,2,3,1,0.2,0
13,60,0.65,0.064034151547492,2,3,2,0.2,0
13,56,0.65,0.05976520811099253,2,3,3,0.2,0
13,54,0.65,0.0576307363927428,2,3,4,0.2,0
13,60,0.65,0.064034151547492,2,3,5,0.2,0
13,47,0.65,0.05016008537886873,2,4,1,0.2,0
13,42,0.65,0.044823906083244394,2,4,2,0.2,0
14,40,0.7,0.042689434364994665,2,4,3,0.2,0
14,47,0.7,0.05016008537886873,2,4,4,0.2,0
13,46,0.65,0.04909284951974386,2,4,5,0.2,0
13,46,0.65,0.04909284951974386,2,5,1,0.2,0
13,58,0.65,0.061899679829242264,2,5,2,0.2,0
15,43,0.75,0.04589114194236926,2,5,3,0.2,0
14,44,0.7,0.04695837780149413,2,5,4,0.2,0
14,39,0.7,0.0416221985058698,2,5,5,0.2,0
13,68,0.65,0.07257203842049093,2,6,1,0.2,0
13,54,0.65,0.0576307363927428,2,6,2,0.2,0
14,44,0.7,0.04695837780149413,2,6,3,0.2,0
13,50,0.65,0.05336179295624333,2,6,4,0.2,0
15,48,0.75,0.051227321237993596,2,6,5,0.2,0
13,52,0.65,0.05549626467449306,2,7,1,0.2,0
13,70,0.65,0.07470651013874066,2,7,2,0.2,0
13,52,0.65,0.05549626467449306,2,7,3,0.2,0
13,71,0.65,0.07577374599786553,2,7,4,0.2,0
14,44,0.7,0.04695837780149413,2,7,5,0.2,0
13,69,0.65,0.0736392742796158,2,8,1,0.2,0
13,51,0.65,0.054429028815368194,2,8,2,0.2,0
13,56,0.65,0.05976520811099253,2,8,3,0.2,0
13,60,0.65,0.064034151547492,2,8,4,0.2,0
13,45,0.65,0.048025613660619,2,8,5,0.2,0
13,53,0.65,0.05656350053361793,2,9,1,0.2,0
13,49,0.65,0.052294557097118465,2,9,2,0.2,0
15,43,0.75,0.04589114194236926,2,9,3,0.2,0
13,42,0.65,0.044823906083244394,2,9,4,0.2,0
13,35,0.65,0.03735325506937033,2,9,5,0.2,0
13,60,0.65,0.064034151547492,2,10,1,0.2,0
13,59,0.65,0.06296691568836713,2,10,2,0.2,0
13,44,0.65,0.04695837780149413,2,10,3,0.2,0
14,56,0.7,0.05976520811099253,2,10,4,0.2,0
13,56,0.65,0.05976520811099253,2,10,5,0.2,0
13,36,0.65,0.0384204909284952,2,11,1,0.2,0
13,65,0.65,0.06937033084311633,2,11,2,0.2,0
13,48,0.65,0.051227321237993596,2,11,3,0.2,0
13,69,0.65,0.0736392742796158,2,11,4,0.2,0
13,43,0.65,0.04589114194236926,2,11,5,0.2,0
