epoch,train_loss,val_loss
1,-11.147252082824707,-12.559032440185547
2,-15.3783597946167,-13.892611503601074
3,-16.24475860595703,-13.987518310546875
4,-16.443199157714844,-14.026707649230957
5,-16.526683807373047,-14.06324577331543
6,-16.677852630615234,-14.51828384399414
7,-16.790102005004883,-14.20154094696045
8,-16.922712326049805,-14.69666576385498
9,-17.07220458984375,-14.478961944580078
10,-17.012006759643555,-14.93838119506836
11,-17.167999267578125,-15.046581268310547
12,-17.331350326538086,-15.174105644226074
13,-17.390478134155273,-15.20947551727295
14,-17.586458206176758,-15.36487102508545
15,-17.42466163635254,-15.404571533203125
16,-17.751007080078125,-15.368727684020996
17,-17.727609634399414,-15.594690322875977
18,-17.926435470581055,-15.406262397766113
19,-17.8952693939209,-15.673674583435059
20,-18.120895385742188,-15.83767318725586
21,-18.061798095703125,-15.729440689086914
22,-18.278236389160156,-16.005094528198242
23,-18.200969696044922,-16.026538848876953
24,-18.385160446166992,-16.111051559448242
25,-18.41364288330078,-16.114952087402344
26,-18.449941635131836,-16.24436378479004
27,-18.397634506225586,-15.874584197998047
28,-18.313222885131836,-16.278736114501953
29,-18.61713409423828,-16.36688232421875
30,-18.56509017944336,-16.291290283203125
31,-18.438453674316406,-16.489337921142578
32,-18.711925506591797,-15.715096473693848
33,-18.543251037597656,-16.380767822265625
34,-18.799293518066406,-16.487035751342773
35,-18.670948028564453,-16.51641273498535
36,-18.77681541442871,-16.50823974609375
37,-18.798063278198242,-16.266027450561523
38,-18.513259887695312,-16.270782470703125
39,-18.82941246032715,-16.625844955444336
40,-19.105934143066406,-16.858789443969727
41,-19.119281768798828,-16.54275131225586
42,-18.729442596435547,-16.593814849853516
43,-19.13373565673828,-16.80943489074707
44,-19.243175506591797,-16.89337921142578
45,-19.169902801513672,-17.001482009887695
46,-19.282238006591797,-17.05208396911621
47,-19.122732162475586,-16.57225799560547
48,-19.33519172668457,-16.958770751953125
49,-19.335580825805664,-17.23657989501953
50,-19.485376358032227,-17.195880889892578
