Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.2,120.0,0.6,0.128068303094984,1.0,2.0,3.0,0.2,0.0
8.0,133.2,0.6666666666666666,0.14215581643543224,1.0,3.0,3.0,0.2,0.0
7.4,130.6,0.6166666666666667,0.13938100320170757,1.0,4.0,3.0,0.2,0.0
7.6,115.0,0.6333333333333333,0.12273212379935967,1.0,5.0,3.0,0.2,0.0
7.8,119.0,0.6499999999999999,0.1270010672358591,1.0,6.0,3.0,0.2,0.0
7.4,135.6,0.6166666666666667,0.14471718249733195,1.0,7.0,3.0,0.2,0.0
7.6,125.8,0.6333333333333333,0.1342582710779082,1.0,8.0,3.0,0.2,0.0
7.2,130.4,0.6000000000000001,0.13916755602988262,1.0,9.0,3.0,0.2,0.0
7.2,131.2,0.6,0.14002134471718247,1.0,10.0,3.0,0.2,0.0
7.8,124.4,0.6499999999999999,0.13276414087513339,1.0,11.0,3.0,0.2,0.0
