queue_charging_time,queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.028046734446406,1.4223241359894907,0.04,1.0,1.0,48
40.028046734446406,2.020277620411619,0.04,2.0,1.0,49
40.028046734446406,2.5277254692675823,0.04,3.0,1.0,74
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7650000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7700000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6800000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.687075427118785,1.3685890088031707,0.04,1.0,1.0,51
41.249575427118785,1.9764164727047242,0.04,2.0,1.0,53
41.812075427118785,2.518864321560687,0.04,3.0,1.0,65
0.0,0.0,0.04,0.0,0.0,1
0.0,0.13000000000000045,0.04,0.0,1.0,1
0.0,0.49000000000000077,0.04,0.0,1.0,1
11.250000000000018,0.45000000000000073,0.04,0.0,1.0,12
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6250000000000006,0.04,0.0,1.0,1
15.875000000000014,0.6350000000000006,0.04,0.0,1.0,35
0.0,0.3100000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7506355243810424,0.04,0.0,1.0,1
19.01588810952606,0.7606355243810424,0.04,0.0,1.0,26
38.840546734446406,1.4023241359894907,0.04,1.0,1.0,49
39.403046734446406,1.9697719848454542,0.04,2.0,1.0,51
41.653046734446406,2.6427254692675826,0.04,3.0,1.0,65
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6800000000000006,0.04,0.0,1.0,1
18.250000000000014,0.7300000000000006,0.04,0.0,1.0,26
0.0,0.0,0.04,0.0,0.0,1
