queue_charging_time,queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.7900000000000007,0.04,0.0,1.0,1
20.000000000000018,0.8000000000000007,0.04,0.0,1.0,22
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7600000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.687075427118785,1.3884629882825956,0.04,1.0,1.0,51
40.687075427118785,1.9564164727047237,0.04,2.0,1.0,52
41.249575427118785,2.5288643215606874,0.04,3.0,1.0,71
0.0,0.0,0.04,0.0,0.0,1
0.0,0.010000000000000342,0.04,0.0,1.0,1
0.0,0.7300000000000006,0.04,0.0,1.0,1
18.250000000000014,1.3700000000000012,0.04,1.0,1.0,19
0.0,0.0,0.04,0.0,0.0,1
0.0,0.8100000000000007,0.04,0.0,1.0,1
19.250000000000018,0.7700000000000007,0.04,0.0,1.0,20
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.14000000000000057,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
39.215546734446406,1.4473241359894908,0.04,1.0,1.0,46
39.215546734446406,2.045277620411619,0.04,2.0,1.0,50
50.894117555992736,2.297725469267583,0.04,3.0,1.0,52
0.0,0.0,0.04,0.0,0.0,1
0.0,0.09500000000000042,0.04,0.0,1.0,1
0.0,0.7550000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7300000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5350000000000008,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.09000000000000041,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.05000000000000038,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5706355243810426,0.04,0.0,1.0,1
13.265888109526063,0.5306355243810426,0.04,0.0,1.0,14
33.749575427118785,1.1484629882825956,0.04,1.0,1.0,39
32.749575427118785,1.706416472704724,0.04,2.0,1.0,60
54.702278421833206,2.183864321560687,0.04,3.0,1.0,65
0.0,0.0,0.04,0.0,0.0,1
0.0,0.09000000000000041,0.04,0.0,1.0,1
0.0,0.6850000000000006,0.04,0.0,1.0,1
18.125000000000014,0.7250000000000006,0.04,0.0,1.0,30
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7100000000000006,0.04,0.0,1.0,1
18.000000000000014,0.7200000000000006,0.04,0.0,1.0,30
40.31250000000003,1.240000000000001,0.04,1.0,1.0,30
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7406355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.062075427118785,1.3834629882825955,0.04,1.0,1.0,51
40.624575427118785,1.946416472704724,0.04,2.0,1.0,51
54.702278421833206,2.198864321560687,0.04,3.0,1.0,62
0.0,0.0,0.04,0.0,0.0,1
0.0,0.13000000000000045,0.04,0.0,1.0,1
0.0,0.37000000000000066,0.04,0.0,1.0,1
0.0,0.7150000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.49000000000000077,0.04,0.0,1.0,1
0.0,0.2950000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.028046734446406,1.4223241359894907,0.04,1.0,1.0,48
40.028046734446406,1.919771984845454,0.04,2.0,1.0,49
40.028046734446406,2.492725469267582,0.04,3.0,1.0,68
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7100000000000006,0.04,0.0,1.0,1
0.0,0.9150000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.8100000000000007,0.04,0.0,1.0,1
19.250000000000018,0.7700000000000007,0.04,0.0,1.0,20
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6606355243810423,0.04,0.0,1.0,1
16.76588810952606,0.6706355243810423,0.04,0.0,1.0,35
36.56207542711878,1.1930833732370056,0.04,1.0,1.0,62
36.56207542711878,1.751036857659134,0.04,2.0,1.0,76
43.312075427118785,2.6138643215606874,0.04,3.0,1.0,70
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7000000000000006,0.04,0.0,1.0,1
0.0,0.47500000000000075,0.04,0.0,1.0,1
0.0,0.4300000000000008,0.04,0.0,1.0,1
0.0,0.5700000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7100000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7700000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7806355243810424,0.04,0.0,1.0,1
19.76588810952606,0.7906355243810425,0.04,0.0,1.0,23
39.528046734446406,1.4573241359894906,0.04,1.0,1.0,45
39.528046734446406,2.055277620411619,0.04,2.0,1.0,48
40.653046734446406,2.6577254692675827,0.04,3.0,1.0,67
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6100000000000005,0.04,0.0,1.0,1
16.250000000000014,0.6500000000000006,0.04,0.0,1.0,28
0.0,0.23500000000000065,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5700000000000007,0.04,0.0,1.0,1
13.25000000000002,0.5300000000000008,0.04,0.0,1.0,14
0.0,0.6300000000000008,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.09000000000000041,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
