queue_charging_time,queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
15.156250000000027,0.590000000000001,0.04,1.0,1.0,44
29.62500000000003,1.0250000000000008,0.04,1.0,1.0,74
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
13.214798496208333,0.5285919398483333,0.04,0.0,1.0,25
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
14.500000000000012,0.5800000000000005,0.04,0.0,1.0,20
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
11.292215290211201,0.4516886116084481,0.04,0.0,1.0,33
23.810955710302828,0.8395160755100011,0.04,1.0,1.0,76
48.18587027674887,2.7410879082795025,0.04,4.0,1.0,148
0.0,0.0,0.04,0.0,0.0,1
12.50000000000001,0.5000000000000004,0.04,0.0,1.0,28
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
11.890888109526054,0.4756355243810422,0.04,0.0,1.0,31
26.624947247460774,0.9235890088031704,0.04,1.0,1.0,77
47.42182958291581,1.3371809486515036,0.04,2.0,1.0,107
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
