battery,charger_distance,accepted_drones_count,charger_capacity,neighbor_drones_average_battery,neighbor_drones,potential_drones,accepted_drones_missing_battery,charging_drones_count,charging_drones_missing_battery,potential_drones_with_lower_battery,waiting_drones_count,waiting_drones_with_lower_battery,time
0.4099999999999995,0.29832867780352595,1.0,0.3333333333333333,0.4069999999999995,0.5,3.0,0.5900000000000005,0.0,0.0,0.16666666666666666,1.0,0.0,0
0.40499999999999947,0.29832867780352595,1.0,0.3333333333333333,0.4019999999999995,0.5,3.0,0.5950000000000005,0.0,0.0,0.16666666666666666,1.0,0.0,0
0.37999999999999945,0.2607680962081059,1.0,0.3333333333333333,0.4019999999999995,0.5,5.0,0.6200000000000006,0.0,0.0,0.0,1.0,0.0,0
0.37499999999999944,0.2607680962081059,1.0,0.3333333333333333,0.3962499999999995,0.4,5.0,0.6250000000000006,0.0,0.0,0.0,1.0,0.0,0
0.3549999999999994,0.22135943621178655,1.0,0.3333333333333333,0.3449999999999994,0.5,4.0,0.6450000000000006,0.0,0.0,0.25,1.0,0.0,0
0.3499999999999994,0.22135943621178655,1.0,0.3333333333333333,0.3399999999999994,0.5,4.0,0.6500000000000006,0.0,0.0,0.25,1.0,0.0,0
0.3499999999999994,0.21213203435596426,1.0,0.3333333333333333,0.3633333333333328,0.3,4.0,0.7050000000000006,0.0,0.0,0.0,1.0,0.0,17
0.3449999999999994,0.21213203435596426,1.0,0.3333333333333333,0.3583333333333328,0.3,4.0,0.7150000000000006,0.0,0.0,0.0,1.0,0.0,16
0.3399999999999994,0.21213203435596426,1.0,0.3333333333333333,0.3533333333333328,0.3,4.0,0.7250000000000006,0.0,0.0,0.0,1.0,0.0,15
0.3349999999999994,0.21213203435596426,1.0,0.3333333333333333,0.3483333333333327,0.3,4.0,0.7350000000000007,0.0,0.0,0.0,1.0,0.0,14
0.3299999999999994,0.21213203435596426,1.0,0.3333333333333333,0.34333333333333277,0.3,4.0,0.7450000000000007,0.0,0.0,0.0,1.0,0.0,13
0.3249999999999994,0.21213203435596426,1.0,0.3333333333333333,0.33833333333333276,0.3,4.0,0.7550000000000007,0.0,0.0,0.0,1.0,0.0,12
0.3199999999999994,0.21213203435596426,1.0,0.3333333333333333,0.33333333333333276,0.3,4.0,0.7650000000000007,0.0,0.0,0.0,1.0,0.0,11
0.3149999999999994,0.21213203435596426,1.0,0.3333333333333333,0.32833333333333276,0.3,4.0,0.7750000000000007,0.0,0.0,0.0,1.0,0.0,10
0.3099999999999994,0.21213203435596426,1.0,0.3333333333333333,0.32333333333333275,0.3,4.0,0.7850000000000007,0.0,0.0,0.0,1.0,0.0,9
0.3049999999999994,0.21213203435596426,1.0,0.3333333333333333,0.31833333333333275,0.3,4.0,0.7950000000000007,0.0,0.0,0.0,2.0,0.0,8
0.2999999999999994,0.21213203435596426,1.0,0.3333333333333333,0.31333333333333274,0.3,4.0,0.8050000000000007,0.0,0.0,0.0,3.0,0.0,7
0.2949999999999994,0.21213203435596426,0.0,0.3333333333333333,0.30833333333333274,0.3,4.0,0.0,1.0,0.8150000000000007,0.0,3.0,0.0,6
0.28999999999999937,0.21213203435596426,0.0,0.3333333333333333,0.30333333333333273,0.3,4.0,0.0,1.0,0.7750000000000007,0.0,3.0,0.0,5
0.28499999999999936,0.21213203435596426,0.0,0.3333333333333333,0.29833333333333273,0.3,4.0,0.0,1.0,0.7350000000000008,0.0,4.0,0.0,4
0.27999999999999936,0.21213203435596426,0.0,0.3333333333333333,0.2933333333333327,0.3,4.0,0.0,1.0,0.6950000000000007,0.0,4.0,0.0,3
0.27499999999999936,0.21213203435596426,0.0,0.3333333333333333,0.2883333333333327,0.3,4.0,0.0,1.0,0.6550000000000007,0.0,4.0,0.0,2
0.26999999999999935,0.21213203435596426,0.0,0.3333333333333333,0.2833333333333327,0.3,4.0,0.0,1.0,0.6150000000000008,0.0,4.0,0.0,1
0.26499999999999935,0.21213203435596426,1.0,0.3333333333333333,0.2783333333333327,0.3,4.0,0.7350000000000007,1.0,0.5750000000000008,0.0,4.0,0.0,0
0.25999999999999934,0.21213203435596426,1.0,0.3333333333333333,0.2733333333333327,0.3,4.0,0.7400000000000007,1.0,0.5350000000000008,0.0,4.0,0.0,0
0.3099999999999994,0.16124515496597097,1.0,0.3333333333333333,0.3149999999999994,0.5,2.0,0.7750000000000007,0.0,0.0,0.0,1.0,0.0,15
0.3049999999999994,0.16124515496597097,1.0,0.3333333333333333,0.3099999999999994,0.5,2.0,0.7850000000000007,0.0,0.0,0.0,1.0,0.0,14
0.2999999999999994,0.16124515496597097,1.0,0.3333333333333333,0.3049999999999994,0.5,2.0,0.7950000000000007,0.0,0.0,0.0,1.0,0.0,13
0.2949999999999994,0.16124515496597097,1.0,0.3333333333333333,0.2999999999999994,0.5,2.0,0.8050000000000007,0.0,0.0,0.0,1.0,0.0,12
0.28999999999999937,0.16124515496597097,0.0,0.3333333333333333,0.2949999999999994,0.5,2.0,0.0,1.0,0.8150000000000007,0.0,1.0,0.0,11
0.28499999999999936,0.16124515496597097,0.0,0.3333333333333333,0.28999999999999937,0.5,2.0,0.0,1.0,0.7750000000000007,0.0,1.0,0.0,10
0.27999999999999936,0.16124515496597097,0.0,0.3333333333333333,0.28499999999999936,0.5,2.0,0.0,1.0,0.7350000000000008,0.0,2.0,0.0,9
0.27499999999999936,0.16124515496597097,0.0,0.3333333333333333,0.27999999999999936,0.5,2.0,0.0,1.0,0.6950000000000007,0.0,2.0,0.0,8
