epoch,train_mse,val_mse
1,124.10832214355469,167.13925170898438
2,113.64308166503906,153.1393280029297
3,105.64383697509766,138.08517456054688
4,96.16492462158203,125.30349731445312
5,89.61415100097656,114.82416534423828
6,84.5226058959961,107.2697982788086
7,81.1037368774414,101.87197875976562
8,78.94236755371094,97.7680892944336
9,77.11779022216797,95.50748443603516
10,76.1012191772461,93.84120178222656
11,75.4148941040039,93.56844329833984
12,74.8699722290039,93.11883544921875
13,74.28936004638672,92.45514678955078
14,73.49622344970703,90.37361145019531
15,72.53153991699219,89.63976287841797
16,71.87976837158203,88.31436157226562
17,71.0326156616211,86.98591613769531
18,70.32597351074219,86.5414810180664
19,69.77056121826172,85.76310729980469
20,69.12344360351562,84.38140106201172
21,68.3749008178711,83.31317138671875
22,67.60851287841797,82.16862487792969
23,66.88626861572266,80.58197021484375
24,66.28327178955078,80.25838470458984
25,65.67755126953125,79.2214584350586
26,65.0882797241211,77.96260070800781
27,64.46626281738281,78.04127502441406
28,64.4186782836914,78.33797454833984
29,63.799415588378906,76.8627700805664
30,62.9912109375,74.98440551757812
