epoch,train_mse,val_mse
1,107.67391967773438,147.9235382080078
2,96.61247253417969,129.94874572753906
3,87.1365737915039,115.7432632446289
4,81.90139770507812,107.66014099121094
5,79.13070678710938,104.45022583007812
6,77.66836547851562,103.28140258789062
7,76.50489044189453,103.50588989257812
8,75.95063781738281,104.36380004882812
9,75.42849731445312,103.25743865966797
10,74.44364929199219,101.83013153076172
11,73.35844421386719,100.10311889648438
12,72.10753631591797,97.6740951538086
13,70.56175994873047,95.6001205444336
14,69.4431381225586,93.86824035644531
15,69.01585388183594,93.90843963623047
16,67.82696533203125,91.94993591308594
17,66.75431060791016,89.93292236328125
18,65.9166259765625,89.3909912109375
19,64.91231536865234,87.57701873779297
20,64.03958129882812,86.2890396118164
21,63.38951110839844,86.60059356689453
22,62.984458923339844,86.0634994506836
23,62.42034149169922,85.5166244506836
24,62.07912826538086,85.2343978881836
25,61.17262649536133,83.40129089355469
26,60.34648513793945,82.09979248046875
27,59.56195068359375,80.88833618164062
28,59.076927185058594,80.05662536621094
29,58.4502067565918,79.51594543457031
30,57.455467224121094,77.62512969970703
