Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,262.0,0.76,0.27961579509071505,1.0,2.0,3.0,0.2,0.0
7.8,260.2,0.78,0.2776947705442903,1.0,3.0,3.0,0.2,0.0
7.6,264.8,0.76,0.28260405549626466,1.0,4.0,3.0,0.2,0.0
8.0,247.2,0.8,0.263820704375667,1.0,5.0,3.0,0.2,0.0
7.8,259.8,0.7799999999999999,0.27726787620064036,1.0,6.0,3.0,0.2,0.0
7.6,257.6,0.76,0.2749199573105656,1.0,7.0,3.0,0.2,0.0
7.6,264.8,0.76,0.28260405549626466,1.0,8.0,3.0,0.2,0.0
7.4,268.2,0.74,0.28623265741728926,1.0,9.0,3.0,0.2,0.0
7.2,248.4,0.72,0.2651013874066169,1.0,10.0,3.0,0.2,0.0
7.8,245.0,0.7799999999999999,0.26147278548559233,1.0,11.0,3.0,0.2,0.0
