Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.0,140.0,0.5,0.14941302027748132,1.0,2.0,3.0,0.2,0.0
6.0,135.8,0.5,0.14493062966915687,1.0,3.0,3.0,0.2,0.0
6.0,137.6,0.5,0.14685165421558163,1.0,4.0,3.0,0.2,0.0
6.0,139.0,0.5,0.14834578441835647,1.0,5.0,3.0,0.2,0.0
6.0,136.0,0.5,0.14514407684098185,1.0,6.0,3.0,0.2,0.0
6.0,134.6,0.5,0.14364994663820702,1.0,7.0,3.0,0.2,0.0
6.0,132.0,0.5,0.14087513340448238,1.0,8.0,3.0,0.2,0.0
6.0,141.2,0.5,0.15069370330843118,1.0,9.0,3.0,0.2,0.0
6.0,137.4,0.5,0.14663820704375669,1.0,10.0,3.0,0.2,0.0
6.0,136.0,0.5,0.14514407684098185,1.0,11.0,3.0,0.2,0.0
