epoch,train_loss,val_loss
1,-14.131681442260742,-14.449654579162598
2,-15.509411811828613,-15.210379600524902
3,-15.631678581237793,-15.113825798034668
4,-16.183452606201172,-15.49370002746582
5,-16.46539878845215,-15.45256233215332
6,-16.518339157104492,-15.8322172164917
7,-16.770828247070312,-15.997442245483398
8,-16.904293060302734,-16.037179946899414
9,-16.872581481933594,-16.2185001373291
10,-17.034809112548828,-16.137693405151367
11,-17.113473892211914,-16.37042808532715
12,-17.02665901184082,-15.976775169372559
13,-16.612701416015625,-16.24144744873047
14,-17.279102325439453,-16.400135040283203
15,-17.257593154907227,-15.974160194396973
16,-17.24135971069336,-16.563289642333984
17,-17.440969467163086,-16.568309783935547
18,-17.53634262084961,-16.612783432006836
19,-17.61833953857422,-16.57759666442871
20,-17.472169876098633,-16.118480682373047
21,-17.539640426635742,-16.683082580566406
22,-17.514423370361328,-16.541276931762695
23,-17.67994499206543,-15.774163246154785
24,-17.615936279296875,-16.85887336730957
25,-17.65879249572754,-16.86521339416504
26,-17.793230056762695,-16.79633903503418
27,-17.813390731811523,-16.883386611938477
28,-17.863431930541992,-16.71868133544922
29,-17.927148818969727,-16.93575668334961
30,-17.94373893737793,-17.035890579223633
31,-18.03591537475586,-17.07904052734375
32,-17.996713638305664,-16.983022689819336
33,-18.06636619567871,-17.151344299316406
34,-18.09197425842285,-17.27463150024414
35,-18.215423583984375,-17.268945693969727
36,-18.13485336303711,-17.25861930847168
37,-18.24043846130371,-17.253713607788086
38,-18.252897262573242,-17.177339553833008
39,-18.27541160583496,-17.332820892333984
40,-18.342008590698242,-17.393861770629883
41,-18.29365348815918,-17.44680404663086
42,-18.293766021728516,-17.439838409423828
43,-18.369382858276367,-17.522581100463867
44,-18.491865158081055,-17.45022964477539
45,-18.50625991821289,-17.426719665527344
46,-18.00494956970215,-17.322526931762695
47,-18.510671615600586,-17.56684112548828
48,-18.320568084716797,-17.50052261352539
49,-18.54068946838379,-17.5530948638916
50,-18.455753326416016,-17.44639778137207
