Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
6,661,0.5,0.7054429028815368,1,1,1,0.2,0
6,649,0.5,0.6926360725720384,1,1,2,0.2,0
6,674,0.5,0.7193169690501601,1,1,3,0.2,0
6,654,0.5,0.6979722518676628,1,1,4,0.2,0
6,621,0.5,0.6627534685165422,1,1,5,0.2,0
6,584,0.5,0.6232657417289221,1,1,6,0.2,0
6,577,0.5,0.615795090715048,1,1,7,0.2,0
6,642,0.5,0.6851654215581644,1,1,8,0.2,0
6,625,0.5,0.6670224119530416,1,1,9,0.2,0
6,632,0.5,0.6744930629669157,1,1,10,0.2,0
