Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.8,145.6,0.34,0.15538954108858055,2.0,2.0,3.0,0.2,0.0
7.0,107.0,0.35,0.11419423692636073,2.0,3.0,3.0,0.2,0.0
6.6,131.8,0.32999999999999996,0.14066168623265743,2.0,4.0,3.0,0.2,0.0
7.0,128.4,0.35,0.13703308431163289,2.0,5.0,3.0,0.2,0.0
6.6,141.2,0.32999999999999996,0.15069370330843115,2.0,6.0,3.0,0.2,0.0
6.8,123.2,0.34,0.13148345784418355,2.0,7.0,3.0,0.2,0.0
7.0,131.4,0.35,0.14023479188900748,2.0,8.0,3.0,0.2,0.0
6.8,128.6,0.33999999999999997,0.13724653148345783,2.0,9.0,3.0,0.2,0.0
6.6,143.6,0.32999999999999996,0.15325506937033087,2.0,10.0,3.0,0.2,0.0
6.8,120.4,0.33999999999999997,0.12849519743863394,2.0,11.0,3.0,0.2,0.0
