Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
6,797,0.5,0.8505869797225186,1,1,1,0.2,0
6,815,0.5,0.8697972251867663,1,1,2,0.2,0
6,815,0.5,0.8697972251867663,1,1,3,0.2,0
6,775,0.5,0.8271077908217717,1,1,4,0.2,0
6,776,0.5,0.8281750266808965,1,1,5,0.2,0
6,817,0.5,0.871931696905016,1,1,6,0.2,0
6,863,0.5,0.9210245464247598,1,1,7,0.2,0
6,789,0.5,0.8420490928495198,1,1,8,0.2,0
6,819,0.5,0.8740661686232657,1,1,9,0.2,0
6,756,0.5,0.8068303094983992,1,1,10,0.2,0
