Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
15.8,39.4,0.79,0.04204909284951974,2.0,2.0,3.0,0.2,0.0
15.6,37.8,0.78,0.04034151547491995,2.0,3.0,3.0,0.2,0.0
15.8,33.0,0.79,0.0352187833511206,2.0,4.0,3.0,0.2,0.0
15.6,41.6,0.7799999999999999,0.04439701173959445,2.0,5.0,3.0,0.2,0.0
15.6,38.8,0.78,0.04140875133404483,2.0,6.0,3.0,0.2,0.0
15.4,38.8,0.77,0.04140875133404482,2.0,7.0,3.0,0.2,0.0
15.2,38.8,0.76,0.04140875133404483,2.0,8.0,3.0,0.2,0.0
15.6,34.4,0.78,0.03671291355389541,2.0,9.0,3.0,0.2,0.0
15.2,38.8,0.76,0.04140875133404482,2.0,10.0,3.0,0.2,0.0
15.2,43.6,0.76,0.04653148345784419,2.0,11.0,3.0,0.2,0.0
