Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.2,25.4,0.6,0.02710779082177161,1.0,2.0,3.0,0.2,0.0
8.0,29.4,0.6666666666666666,0.031376734258271075,1.0,3.0,3.0,0.2,0.0
7.4,29.0,0.6166666666666667,0.03094983991462113,1.0,4.0,3.0,0.2,0.0
7.6,25.4,0.6333333333333333,0.02710779082177161,1.0,5.0,3.0,0.2,0.0
7.8,27.2,0.6499999999999999,0.02902881536819637,1.0,6.0,3.0,0.2,0.0
7.4,24.6,0.6166666666666667,0.026254002134471717,1.0,7.0,3.0,0.2,0.0
7.6,27.0,0.6333333333333333,0.0288153681963714,1.0,8.0,3.0,0.2,0.0
7.2,30.8,0.6000000000000001,0.03287086446104589,1.0,9.0,3.0,0.2,0.0
7.2,27.2,0.6,0.02902881536819637,1.0,10.0,3.0,0.2,0.0
7.8,27.2,0.6499999999999999,0.02902881536819637,1.0,11.0,3.0,0.2,0.0
