epoch,train_loss,val_loss
1,-12.361287117004395,-16.082862854003906
2,-14.15335464477539,-16.408512115478516
3,-14.397382736206055,-16.545806884765625
4,-14.597336769104004,-16.639766693115234
5,-14.769815444946289,-16.86885643005371
6,-14.943329811096191,-17.034584045410156
7,-14.982749938964844,-16.99257469177246
8,-15.278047561645508,-17.209686279296875
9,-15.436731338500977,-17.105411529541016
10,-15.227052688598633,-16.82631492614746
11,-15.194007873535156,-17.469173431396484
12,-15.550773620605469,-17.449676513671875
13,-15.787379264831543,-17.648645401000977
14,-15.786371231079102,-17.1865291595459
15,-15.926926612854004,-17.737655639648438
16,-15.916563987731934,-17.860891342163086
17,-15.595193862915039,-17.726667404174805
18,-15.998517036437988,-17.619043350219727
19,-15.769433975219727,-16.47724723815918
20,-15.540640830993652,-17.715686798095703
21,-15.927433013916016,-17.985214233398438
22,-16.261463165283203,-17.993722915649414
23,-16.306438446044922,-18.075122833251953
24,-16.191537857055664,-17.978946685791016
25,-16.154085159301758,-18.173477172851562
26,-16.42799949645996,-18.19565200805664
27,-16.473915100097656,-18.228107452392578
28,-16.541584014892578,-18.016218185424805
29,-16.489917755126953,-18.260236740112305
30,-16.58165168762207,-18.39213752746582
31,-16.64608383178711,-18.158769607543945
32,-16.569618225097656,-18.368722915649414
33,-16.727527618408203,-18.268400192260742
34,-16.662628173828125,-18.39076805114746
35,-16.74462890625,-18.324434280395508
36,-16.717666625976562,-18.404043197631836
37,-16.676008224487305,-18.340415954589844
38,-16.40896987915039,-18.320947647094727
39,-16.74134063720703,-18.422794342041016
40,-16.78224754333496,-18.2207088470459
41,-16.811893463134766,-18.327627182006836
42,-16.661474227905273,-18.448652267456055
43,-16.867589950561523,-18.411781311035156
44,-16.89051055908203,-18.479305267333984
45,-16.761672973632812,-18.46411895751953
46,-16.96051025390625,-18.302785873413086
47,-16.886680603027344,-18.654571533203125
48,-16.954917907714844,-18.34453010559082
49,-16.99711799621582,-18.599451065063477
50,-16.958417892456055,-18.410118103027344
