Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
17,127,0.85,0.13553895410885805,2,1,1,0.2,0
16,180,0.8,0.192102454642476,2,1,2,0.2,0
17,153,0.85,0.1632870864461046,2,1,3,0.2,0
16,146,0.8,0.15581643543223053,2,1,4,0.2,0
16,105,0.8,0.11205976520811099,2,1,5,0.2,0
17,149,0.85,0.15901814300960512,2,2,1,0.2,0
17,135,0.85,0.144076840981857,2,2,2,0.2,0
16,150,0.8,0.16008537886872998,2,2,3,0.2,0
18,100,0.9,0.10672358591248667,2,2,4,0.2,0
16,148,0.8,0.15795090715048027,2,2,5,0.2,0
16,117,0.8,0.1248665955176094,2,3,1,0.2,0
16,158,0.8,0.16862326574172892,2,3,2,0.2,0
17,105,0.85,0.11205976520811099,2,3,3,0.2,0
16,139,0.8,0.14834578441835647,2,3,4,0.2,0
16,109,0.8,0.11632870864461047,2,3,5,0.2,0
16,146,0.8,0.15581643543223053,2,4,1,0.2,0
16,131,0.8,0.13980789754535752,2,4,2,0.2,0
16,154,0.8,0.16435432230522945,2,4,3,0.2,0
18,111,0.9,0.11846318036286019,2,4,4,0.2,0
16,181,0.8,0.19316969050160085,2,4,5,0.2,0
16,140,0.8,0.14941302027748132,2,5,1,0.2,0
17,154,0.85,0.16435432230522945,2,5,2,0.2,0
18,128,0.9,0.13660618996798293,2,5,3,0.2,0
17,137,0.85,0.14621131270010673,2,5,4,0.2,0
17,154,0.85,0.16435432230522945,2,5,5,0.2,0
16,145,0.8,0.15474919957310565,2,6,1,0.2,0
15,145,0.75,0.15474919957310565,2,6,2,0.2,0
16,134,0.8,0.14300960512273211,2,6,3,0.2,0
16,163,0.8,0.17395944503735325,2,6,4,0.2,0
18,144,0.9,0.1536819637139808,2,6,5,0.2,0
16,141,0.8,0.15048025613660618,2,7,1,0.2,0
16,118,0.8,0.12593383137673425,2,7,2,0.2,0
15,132,0.75,0.14087513340448238,2,7,3,0.2,0
17,140,0.85,0.14941302027748132,2,7,4,0.2,0
18,132,0.9,0.14087513340448238,2,7,5,0.2,0
17,128,0.85,0.13660618996798293,2,8,1,0.2,0
16,143,0.8,0.1526147278548559,2,8,2,0.2,0
16,139,0.8,0.14834578441835647,2,8,3,0.2,0
17,124,0.85,0.13233724653148346,2,8,4,0.2,0
16,136,0.8,0.14514407684098185,2,8,5,0.2,0
16,139,0.8,0.14834578441835647,2,9,1,0.2,0
16,167,0.8,0.17822838847385272,2,9,2,0.2,0
18,124,0.9,0.13233724653148346,2,9,3,0.2,0
16,127,0.8,0.13553895410885805,2,9,4,0.2,0
16,145,0.8,0.15474919957310565,2,9,5,0.2,0
16,137,0.8,0.14621131270010673,2,10,1,0.2,0
16,149,0.8,0.15901814300960512,2,10,2,0.2,0
16,155,0.8,0.16542155816435433,2,10,3,0.2,0
16,161,0.8,0.1718249733191035,2,10,4,0.2,0
16,148,0.8,0.15795090715048027,2,10,5,0.2,0
15,152,0.75,0.1622198505869797,2,11,1,0.2,0
17,133,0.85,0.14194236926360726,2,11,2,0.2,0
17,110,0.85,0.11739594450373532,2,11,3,0.2,0
16,160,0.8,0.17075773745997866,2,11,4,0.2,0
16,118,0.8,0.12593383137673425,2,11,5,0.2,0
