Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,399,0.6666666666666666,0.4258271077908218,1,1,1,0.2,0
8,374,0.6666666666666666,0.3991462113127001,1,1,2,0.2,0
8,409,0.6666666666666666,0.43649946638207043,1,1,3,0.2,0
8,387,0.6666666666666666,0.41302027748132336,1,1,4,0.2,0
8,426,0.6666666666666666,0.45464247598719315,1,1,5,0.2,0
7,393,0.5833333333333334,0.4194236926360726,1,2,1,0.2,0
7,371,0.5833333333333334,0.3959445037353255,1,2,2,0.2,0
7,410,0.5833333333333334,0.4375667022411953,1,2,3,0.2,0
8,362,0.6666666666666666,0.3863393810032017,1,2,4,0.2,0
7,408,0.5833333333333334,0.43543223052294555,1,2,5,0.2,0
8,417,0.6666666666666666,0.4450373532550694,1,3,1,0.2,0
8,391,0.6666666666666666,0.41728922091782283,1,3,2,0.2,0
8,405,0.6666666666666666,0.43223052294557096,1,3,3,0.2,0
8,393,0.6666666666666666,0.4194236926360726,1,3,4,0.2,0
8,387,0.6666666666666666,0.41302027748132336,1,3,5,0.2,0
7,418,0.5833333333333334,0.44610458911419426,1,4,1,0.2,0
8,375,0.6666666666666666,0.400213447171825,1,4,2,0.2,0
8,411,0.6666666666666666,0.4386339381003202,1,4,3,0.2,0
7,360,0.5833333333333334,0.384204909284952,1,4,4,0.2,0
7,374,0.5833333333333334,0.3991462113127001,1,4,5,0.2,0
8,448,0.6666666666666666,0.4781216648879402,1,5,1,0.2,0
8,386,0.6666666666666666,0.4119530416221985,1,5,2,0.2,0
7,383,0.5833333333333334,0.4087513340448239,1,5,3,0.2,0
7,353,0.5833333333333334,0.3767342582710779,1,5,4,0.2,0
8,372,0.6666666666666666,0.39701173959445035,1,5,5,0.2,0
8,386,0.6666666666666666,0.4119530416221985,1,6,1,0.2,0
7,437,0.5833333333333334,0.4663820704375667,1,6,2,0.2,0
8,348,0.6666666666666666,0.37139807897545357,1,6,3,0.2,0
8,382,0.6666666666666666,0.40768409818569906,1,6,4,0.2,0
8,334,0.6666666666666666,0.35645677694770544,1,6,5,0.2,0
7,405,0.5833333333333334,0.43223052294557096,1,7,1,0.2,0
8,362,0.6666666666666666,0.3863393810032017,1,7,2,0.2,0
7,417,0.5833333333333334,0.4450373532550694,1,7,3,0.2,0
8,368,0.6666666666666666,0.3927427961579509,1,7,4,0.2,0
7,399,0.5833333333333334,0.4258271077908218,1,7,5,0.2,0
8,401,0.6666666666666666,0.4279615795090715,1,8,1,0.2,0
7,357,0.5833333333333334,0.3810032017075774,1,8,2,0.2,0
7,373,0.5833333333333334,0.39807897545357523,1,8,3,0.2,0
8,352,0.6666666666666666,0.37566702241195304,1,8,4,0.2,0
8,387,0.6666666666666666,0.41302027748132336,1,8,5,0.2,0
7,452,0.5833333333333334,0.4823906083244397,1,9,1,0.2,0
8,413,0.6666666666666666,0.4407684098185699,1,9,2,0.2,0
7,395,0.5833333333333334,0.4215581643543223,1,9,3,0.2,0
7,332,0.5833333333333334,0.35432230522945574,1,9,4,0.2,0
7,340,0.5833333333333334,0.3628601921024546,1,9,5,0.2,0
7,400,0.5833333333333334,0.42689434364994666,1,10,1,0.2,0
7,433,0.5833333333333334,0.4621131270010672,1,10,2,0.2,0
7,389,0.5833333333333334,0.4151547491995731,1,10,3,0.2,0
8,378,0.6666666666666666,0.4034151547491996,1,10,4,0.2,0
7,394,0.5833333333333334,0.4204909284951974,1,10,5,0.2,0
7,418,0.5833333333333334,0.44610458911419426,1,11,1,0.2,0
8,360,0.6666666666666666,0.384204909284952,1,11,2,0.2,0
8,381,0.6666666666666666,0.4066168623265742,1,11,3,0.2,0
8,420,0.6666666666666666,0.44823906083244397,1,11,4,0.2,0
8,386,0.6666666666666666,0.4119530416221985,1,11,5,0.2,0
