Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
6.6,160.4,0.825,0.17118463180362858,1.0,2.0,3.0,0.2,0.0
6.8,162.6,0.85,0.1735325506937033,1.0,3.0,3.0,0.2,0.0
6.6,174.4,0.825,0.18612593383137674,1.0,4.0,3.0,0.2,0.0
7.0,148.2,0.875,0.15816435432230522,1.0,5.0,3.0,0.2,0.0
6.8,175.0,0.85,0.18676627534685167,1.0,6.0,3.0,0.2,0.0
6.6,164.6,0.825,0.17566702241195303,1.0,7.0,3.0,0.2,0.0
6.6,172.6,0.825,0.18420490928495198,1.0,8.0,3.0,0.2,0.0
6.4,178.0,0.8,0.18996798292422626,1.0,9.0,3.0,0.2,0.0
6.2,188.4,0.775,0.20106723585912487,1.0,10.0,3.0,0.2,0.0
6.8,174.0,0.85,0.18569903948772679,1.0,11.0,3.0,0.2,0.0
