Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.333404482,0.347278549,0.327854856,0.319957311,0.316755603,0.255709712
1,0.321237994,0.34941302,0.319316969,0.329348986,0.319103522,0.279615795
2,0.355389541,0.337246531,0.317609392,0.328068303,0.318890075,0.31547492
3,0.330843116,0.337886873,0.322305229,0.321878335,0.300960512,0.29733191
4,0.362006403,0.33511206,0.312273212,0.309071505,0.326360726,0.311419424
5,0.33660619,0.334898613,0.310992529,0.312913554,0.30864461,0.287299893
6,0.333831377,0.325720384,0.31696905,0.311419424,0.29733191,0.312913554
7,0.317182497,0.340448239,0.31547492,0.316115261,0.329562433,0.307363927
8,0.342582711,0.322945571,0.329989328,0.321878335,0.296905016,0.305442903
