Time,Charge Rate:0.06 - Baseline,Charge Rate:0.06 - Neural Network,Charge Rate:0.08 - Baseline,Charge Rate:0.08 - Neural Network,Charge Rate:0.10 - Baseline,Charge Rate:0.10 - Neural Network
0,0.398719317,0.4226254,0.345570971,0.373532551,0.375667022,0.34941302
1,0.425186766,0.405549626,0.361579509,0.345997866,0.366915688,0.378655283
2,0.393810032,0.398292423,0.340661686,0.356029883,0.374813234,0.363500534
3,0.381643543,0.385485592,0.372465315,0.330843116,0.351760939,0.367129136
4,0.425186766,0.370757737,0.371611526,0.351334045,0.349199573,0.351974386
5,0.428175027,0.392529349,0.366275347,0.341728922,0.36905016,0.338313767
6,0.4113127,0.394877268,0.357097118,0.374386339,0.35090715,0.340234792
7,0.400853789,0.376307364,0.348772679,0.368196371,0.356456777,0.349626467
8,0.408751334,0.392102455,0.37886873,0.368196371,0.360085379,0.350480256
