current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
104,Drone_1039,0.4599999999999995,0.88605714,0.25495097567963926,25.52689560699111,Charger_155,6,1,0,0
106,Drone_1027,0.4149999999999995,0.8893671,0.2109502310972899,21.12686111897288,Charger_155,5,1,1,0
106,Drone_1021,0.38999999999999946,0.86572933,0.18439088914585774,18.47086455015161,Charger_156,7,2,0,0
106,Drone_1033,0.4249999999999995,0.8672874,0.2202271554554524,22.054524631763456,Charger_156,7,2,0,0
118,Drone_1031,0.36499999999999944,0.84965795,0.15652475842498528,15.684136832835527,Charger_154,7,1,0,0
123,Drone_1022,0.3199999999999994,0.86768,0.11401754250991379,11.433514952691775,Charger_154,6,1,1,0
126,Drone_1032,0.3249999999999994,0.88110846,0.12041594578792296,12.073411216623812,Charger_156,5,4,1,1
129,Drone_1026,0.2949999999999994,0.8679366,0.11401754250991379,11.434514952691776,Charger_155,4,3,1,1
132,Drone_1036,0.3099999999999994,0.86406463,0.19235384061671343,19.270678215296012,Charger_156,4,4,1,2
135,Drone_1025,0.26999999999999935,0.80572087,0.09219544457292887,9.252432275075805,Charger_154,5,5,1,1
136,Drone_1038,0.2999999999999994,0.8885243,0.15652475842498528,15.686736832835528,Charger_155,3,3,1,2
142,Drone_1034,0.25999999999999934,0.86959577,0.1414213562373095,14.177392477980444,Charger_154,4,4,1,2
152,Drone_1030,0.19499999999999929,0.88968104,0.10770329614269007,10.806837746114715,Charger_156,4,3,1,1
158,Drone_1035,0.17999999999999927,0.904574,0.15,15.0388,Charger_155,4,2,0,2
163,Drone_1029,0.13999999999999924,0.92556643,0.1264911064067352,12.688570284929787,Charger_156,3,1,1,2
165,Drone_1040,0.15999999999999925,0.86317205,0.14317821063276354,14.357148191701665,Charger_154,5,3,0,2
167,Drone_1023,0.1049999999999992,0.88810706,0.0806225774829855,8.101282651397868,Charger_155,5,1,1,2
169,Drone_1037,0.12999999999999923,0.92102283,0.12041594578792296,12.081211216623812,Charger_154,4,1,1,2
238,Drone_1022,0.4599999999999995,0.9103683,0.25495097567963926,25.52689560699111,Charger_155,5,1,0,0
243,Drone_1031,0.4249999999999995,0.8885546,0.2202271554554524,22.054524631763456,Charger_156,6,1,0,0
246,Drone_1027,0.4149999999999995,0.90082306,0.2109502310972899,21.12686111897288,Charger_155,4,1,1,0
251,Drone_1021,0.38999999999999946,0.8867273,0.18439088914585774,18.47086455015161,Charger_156,5,1,1,0
263,Drone_1033,0.3199999999999994,0.8647942,0.11401754250991379,11.433514952691775,Charger_154,6,1,0,0
274,Drone_1036,0.36499999999999944,0.88367414,0.15652475842498528,15.684136832835527,Charger_154,5,1,1,0
278,Drone_1039,0.3199999999999994,0.95550936,0.11401754250991379,11.433514952691775,Charger_155,3,1,0,2
288,Drone_1038,0.36499999999999944,0.956848,0.15652475842498528,15.684136832835527,Charger_155,3,1,1,1
296,Drone_1026,0.2999999999999994,0.93175495,0.09219544457292887,9.251232275075804,Charger_154,4,1,0,2
299,Drone_1034,0.3149999999999994,0.85936916,0.10770329614269007,10.802037746114715,Charger_156,6,1,0,0
303,Drone_1032,0.28499999999999936,0.9070634,0.0806225774829855,8.09408265139787,Charger_155,3,1,1,1
311,Drone_1025,0.2999999999999994,0.92560256,0.09219544457292887,9.251232275075804,Charger_154,4,1,0,2
317,Drone_1035,0.3249999999999994,0.9205439,0.15,15.033,Charger_156,4,1,0,1
318,Drone_1030,0.3249999999999994,0.9132024,0.12041594578792296,12.073411216623812,Charger_156,4,2,1,1
323,Drone_1040,0.3499999999999994,0.9236163,0.14317821063276354,14.349548191701665,Charger_154,4,1,0,2
329,Drone_1023,0.27999999999999936,0.922808,0.09486832980505139,9.51942771369734,Charger_154,3,1,1,1
332,Drone_1029,0.2949999999999994,0.91565317,0.1264911064067352,12.682370284929787,Charger_156,2,1,1,1
369,Drone_1022,0.4599999999999995,0.88631785,0.25495097567963926,25.52689560699111,Charger_155,6,1,0,0
381,Drone_1031,0.4249999999999995,0.87719357,0.2202271554554524,22.054524631763456,Charger_156,6,1,0,0
407,Drone_1021,0.3549999999999994,0.9012892,0.15,15.0318,Charger_155,5,1,0,1
416,Drone_1027,0.3199999999999994,0.9199677,0.11401754250991379,11.433514952691775,Charger_155,4,1,1,1
422,Drone_1033,0.3199999999999994,0.89188963,0.11401754250991379,11.433514952691775,Charger_154,5,1,0,0
425,Drone_1036,0.36499999999999944,0.9047859,0.15652475842498528,15.684136832835527,Charger_154,4,1,1,0
435,Drone_1034,0.3299999999999994,0.9212441,0.1414213562373095,14.174592477980443,Charger_154,3,1,1,1
437,Drone_1039,0.3199999999999994,0.9263693,0.11401754250991379,11.433514952691775,Charger_155,4,1,0,2
438,Drone_1038,0.3549999999999994,0.8775982,0.15,15.0318,Charger_156,6,1,0,0
443,Drone_1025,0.38999999999999946,0.89160854,0.18439088914585774,18.47086455015161,Charger_156,5,1,1,0
455,Drone_1032,0.2999999999999994,0.909848,0.12041594578792296,12.074411216623814,Charger_156,4,1,1,1
460,Drone_1026,0.2999999999999994,0.89469063,0.09219544457292887,9.251232275075804,Charger_154,5,1,0,2
460,Drone_1023,0.4199999999999995,0.9659976,0.2109502310972899,21.12666111897288,Charger_155,3,1,0,1
469,Drone_1035,0.2999999999999994,0.9027231,0.09486832980505139,9.51862771369734,Charger_154,4,1,1,1
476,Drone_1030,0.3249999999999994,0.951556,0.12041594578792296,12.073411216623812,Charger_156,3,1,0,2
496,Drone_1040,0.24999999999999933,0.93852866,0.0806225774829855,8.095482651397868,Charger_155,3,1,0,1
497,Drone_1029,0.3349999999999994,0.8969501,0.1264911064067352,12.680770284929787,Charger_156,5,1,0,2
