current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
104,Drone_159,0.4599999999999995,0.5652895,0.25495097567963926,25.52689560699111,Charger_23,6,1,0,0
106,Drone_147,0.4149999999999995,0.6083268,0.2109502310972899,21.12686111897288,Charger_23,5,1,1,0
106,Drone_153,0.4249999999999995,0.53191614,0.2202271554554524,22.054524631763456,Charger_24,7,1,0,0
107,Drone_141,0.38499999999999945,0.5300341,0.18439088914585774,18.47106455015161,Charger_24,7,2,1,0
119,Drone_151,0.35999999999999943,0.5264198,0.15652475842498528,15.684336832835529,Charger_22,7,1,0,0
124,Drone_142,0.3149999999999994,0.5693316,0.11401754250991379,11.433714952691776,Charger_22,6,1,1,0
127,Drone_152,0.3199999999999994,0.6036933,0.12041594578792296,12.073611216623812,Charger_24,5,4,1,1
129,Drone_146,0.2949999999999994,0.63607174,0.11401754250991379,11.434514952691776,Charger_23,4,3,1,1
132,Drone_156,0.3099999999999994,0.6133981,0.19235384061671343,19.270678215296012,Charger_24,4,4,1,2
136,Drone_145,0.26499999999999935,0.586319,0.09219544457292887,9.252632275075804,Charger_22,5,5,1,1
136,Drone_158,0.2999999999999994,0.6483998,0.15652475842498528,15.686736832835528,Charger_23,3,3,1,2
143,Drone_160,0.26999999999999935,0.61051315,0.14317821063276354,14.352748191701664,Charger_22,4,4,1,2
152,Drone_150,0.19499999999999929,0.66079515,0.10770329614269007,10.806837746114715,Charger_24,4,3,1,1
158,Drone_155,0.17999999999999927,0.6253069,0.15,15.0388,Charger_23,4,2,0,2
163,Drone_149,0.13999999999999924,0.6525312,0.1264911064067352,12.688570284929787,Charger_24,3,1,1,2
167,Drone_143,0.1049999999999992,0.5601239,0.0806225774829855,8.101282651397868,Charger_23,5,1,1,2
169,Drone_157,0.12999999999999923,0.59276074,0.12041594578792296,12.081211216623812,Charger_22,5,1,0,2
244,Drone_151,0.4249999999999995,0.57731646,0.2202271554554524,22.054524631763456,Charger_24,6,1,0,0
246,Drone_147,0.4149999999999995,0.6734025,0.2109502310972899,21.12686111897288,Charger_23,4,1,0,0
252,Drone_141,0.38999999999999946,0.62021446,0.18439088914585774,18.47086455015161,Charger_24,5,1,1,0
264,Drone_153,0.3149999999999994,0.57317203,0.11401754250991379,11.433714952691776,Charger_22,6,1,0,0
274,Drone_142,0.3399999999999994,0.69044715,0.15652475842498528,15.685136832835529,Charger_23,3,1,0,1
278,Drone_159,0.3199999999999994,0.73553485,0.11401754250991379,11.433514952691775,Charger_23,2,1,1,1
279,Drone_156,0.39499999999999946,0.6237606,0.19235384061671343,19.267278215296013,Charger_24,4,1,0,2
292,Drone_158,0.3299999999999994,0.62658733,0.1264911064067352,12.680970284929787,Charger_24,4,1,1,1
297,Drone_146,0.2949999999999994,0.601416,0.09219544457292887,9.251432275075805,Charger_22,5,1,0,1
301,Drone_160,0.3099999999999994,0.6347508,0.10770329614269007,10.802237746114715,Charger_24,4,1,1,1
304,Drone_152,0.28499999999999936,0.7002771,0.0806225774829855,8.09408265139787,Charger_23,2,1,0,2
313,Drone_143,0.3399999999999994,0.6575528,0.15652475842498528,15.685136832835529,Charger_22,4,3,0,1
313,Drone_145,0.2949999999999994,0.6577621,0.09219544457292887,9.251432275075805,Charger_22,4,3,0,1
325,Drone_149,0.3299999999999994,0.6116087,0.1264911064067352,12.680970284929787,Charger_24,4,1,0,2
329,Drone_150,0.19499999999999929,0.74466807,0.09486832980505139,9.52282771369734,Charger_22,2,2,1,1
339,Drone_155,0.1999999999999993,0.63551813,0.12041594578792296,12.078411216623813,Charger_22,3,1,1,2
382,Drone_151,0.4249999999999995,0.65763783,0.2202271554554524,22.054524631763456,Charger_24,4,1,0,0
386,Drone_147,0.4149999999999995,0.53224725,0.2109502310972899,21.12686111897288,Charger_23,7,1,0,0
398,Drone_141,0.38999999999999946,0.61140645,0.18439088914585774,18.47086455015161,Charger_24,5,1,1,0
419,Drone_153,0.3199999999999994,0.6437557,0.11401754250991379,11.433514952691775,Charger_23,4,1,0,1
425,Drone_142,0.35999999999999943,0.67456603,0.15652475842498528,15.684336832835529,Charger_23,3,1,1,1
432,Drone_156,0.3199999999999994,0.62702984,0.11401754250991379,11.433514952691775,Charger_22,5,1,0,0
432,Drone_143,0.4599999999999995,0.6795738,0.25495097567963926,25.52689560699111,Charger_23,3,1,1,1
442,Drone_160,0.3449999999999994,0.66965437,0.14317821063276354,14.349748191701664,Charger_22,4,1,1,0
450,Drone_158,0.3299999999999994,0.6262813,0.1264911064067352,12.680970284929787,Charger_24,5,1,0,0
451,Drone_159,0.25499999999999934,0.64264107,0.11401754250991379,11.436114952691776,Charger_23,3,1,1,2
451,Drone_145,0.3549999999999994,0.6143612,0.15,15.0318,Charger_24,5,2,1,0
457,Drone_152,0.2999999999999994,0.6947757,0.09486832980505139,9.51862771369734,Charger_22,3,1,1,1
463,Drone_149,0.3399999999999994,0.68846834,0.15652475842498528,15.685136832835529,Charger_22,2,2,1,2
479,Drone_146,0.2049999999999993,0.6383563,0.09219544457292887,9.255032275075804,Charger_22,3,1,1,2
485,Drone_155,0.3249999999999994,0.64614916,0.12041594578792296,12.073411216623812,Charger_24,4,1,0,1
489,Drone_150,0.3099999999999994,0.6264199,0.10770329614269007,10.802237746114715,Charger_24,4,1,1,1
