epoch,train_loss,val_loss
1,-5.245622634887695,-5.705651760101318
2,-8.646437644958496,-6.853799819946289
3,-9.263419151306152,-7.275498867034912
4,-9.608916282653809,-7.6067938804626465
5,-9.90031623840332,-7.81990909576416
6,-10.073028564453125,-8.015154838562012
7,-10.172683715820312,-7.8446245193481445
8,-10.266777992248535,-8.237998008728027
9,-10.401861190795898,-8.333588600158691
10,-10.492169380187988,-8.396039962768555
11,-10.599711418151855,-8.41213607788086
12,-10.62574291229248,-8.419669151306152
13,-10.698365211486816,-8.528007507324219
14,-10.659000396728516,-8.593505859375
15,-10.833662033081055,-8.628692626953125
16,-10.82752513885498,-8.783799171447754
17,-10.923758506774902,-8.73742389678955
18,-10.968769073486328,-8.654037475585938
19,-11.059064865112305,-8.63650894165039
20,-11.157586097717285,-8.956656455993652
21,-11.259075164794922,-8.878522872924805
22,-11.149836540222168,-8.94599723815918
23,-11.200583457946777,-8.694586753845215
24,-11.449066162109375,-9.112836837768555
25,-11.451684951782227,-8.52512264251709
26,-11.46535587310791,-9.092520713806152
27,-11.530158042907715,-9.193842887878418
28,-11.418188095092773,-9.19015121459961
29,-11.685542106628418,-9.194040298461914
30,-11.671976089477539,-8.960918426513672
31,-11.78640365600586,-8.885150909423828
32,-11.715060234069824,-9.254125595092773
33,-11.894377708435059,-9.358360290527344
34,-11.913633346557617,-8.848831176757812
35,-11.776358604431152,-9.244974136352539
36,-11.96338939666748,-9.414012908935547
37,-12.050899505615234,-8.819966316223145
38,-11.75426959991455,-9.034427642822266
39,-11.963380813598633,-9.418224334716797
40,-12.054019927978516,-8.952488899230957
41,-11.993876457214355,-9.423487663269043
42,-12.087087631225586,-8.97391414642334
43,-11.879644393920898,-9.537495613098145
44,-12.219165802001953,-9.465827941894531
45,-12.2323579788208,-9.584617614746094
46,-12.285286903381348,-9.145774841308594
47,-12.256982803344727,-9.62494945526123
48,-12.361978530883789,-9.590277671813965
49,-12.42912769317627,-9.58777904510498
50,-12.469825744628906,-9.61668586730957
