Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Average Run,Charge Alert,Battery Random Reduction
7.6,519.0,0.76,0.5538954108858057,1.0,2.0,3.0,0.2,0.0
7.8,491.2,0.78,0.5242262540021345,1.0,3.0,3.0,0.2,0.0
7.6,510.6,0.76,0.544930629669157,1.0,4.0,3.0,0.2,0.0
8.0,497.2,0.8,0.5306296691568837,1.0,5.0,3.0,0.2,0.0
7.8,499.0,0.7799999999999999,0.5325506937033084,1.0,6.0,3.0,0.2,0.0
7.6,499.8,0.76,0.5334044823906081,1.0,7.0,3.0,0.2,0.0
7.6,508.6,0.76,0.5427961579509072,1.0,8.0,3.0,0.2,0.0
7.4,509.8,0.74,0.5440768409818569,1.0,9.0,3.0,0.2,0.0
7.2,525.0,0.72,0.5602988260405549,1.0,10.0,3.0,0.2,0.0
7.8,511.0,0.7799999999999999,0.5453575240128068,1.0,11.0,3.0,0.2,0.0
