epoch,train_loss,val_loss
1,-9.146017074584961,-12.39804458618164
2,-12.641959190368652,-13.337422370910645
3,-13.151705741882324,-13.74028205871582
4,-13.43237018585205,-13.841780662536621
5,-13.605687141418457,-13.856070518493652
6,-13.759929656982422,-13.86081314086914
7,-13.883112907409668,-14.20521068572998
8,-13.862916946411133,-14.353249549865723
9,-14.042862892150879,-14.414255142211914
10,-14.077140808105469,-14.332481384277344
11,-14.211372375488281,-14.25670337677002
12,-14.209068298339844,-14.605789184570312
13,-14.438516616821289,-14.708967208862305
14,-14.600348472595215,-14.710086822509766
15,-14.636162757873535,-14.863567352294922
16,-14.670753479003906,-14.808816909790039
17,-14.66393756866455,-14.833854675292969
18,-14.69339656829834,-14.457350730895996
19,-14.6157865524292,-14.616838455200195
20,-14.856661796569824,-15.037476539611816
21,-14.976616859436035,-14.993965148925781
22,-14.942218780517578,-15.049522399902344
23,-15.03765869140625,-15.124706268310547
24,-14.91951847076416,-14.622705459594727
25,-14.635862350463867,-14.84081745147705
26,-15.038264274597168,-15.14795207977295
27,-15.150320053100586,-15.31835651397705
28,-15.177281379699707,-15.237741470336914
29,-15.254834175109863,-15.253190994262695
30,-15.162345886230469,-15.072709083557129
31,-15.267814636230469,-15.382502555847168
32,-15.339820861816406,-15.193927764892578
33,-15.342921257019043,-15.27092456817627
34,-15.413313865661621,-15.442769050598145
35,-15.477179527282715,-15.537093162536621
36,-15.186638832092285,-15.399088859558105
37,-15.374953269958496,-15.620119094848633
38,-15.363163948059082,-15.517257690429688
39,-15.432121276855469,-15.479144096374512
40,-15.564271926879883,-15.653728485107422
41,-15.55773639678955,-15.887970924377441
42,-15.6736421585083,-15.752643585205078
43,-15.673426628112793,-15.882966995239258
44,-15.566851615905762,-15.906977653503418
45,-15.753293991088867,-15.949206352233887
46,-15.719841003417969,-16.05866050720215
47,-15.712965965270996,-15.789166450500488
48,-15.767629623413086,-15.928942680358887
49,-15.726363182067871,-15.981850624084473
50,-15.798041343688965,-16.137685775756836
