epoch,train_loss,val_loss
1,-10.087817192077637,-12.14836597442627
2,-12.591557502746582,-13.51713752746582
3,-12.902413368225098,-13.821941375732422
4,-13.124016761779785,-14.27763557434082
5,-13.380378723144531,-14.490798950195312
6,-13.606328010559082,-14.714550018310547
7,-13.792123794555664,-14.896093368530273
8,-13.890432357788086,-15.009443283081055
9,-13.986639976501465,-14.968730926513672
10,-14.04978084564209,-15.339035987854004
11,-14.211836814880371,-15.296090126037598
12,-14.05431842803955,-15.304720878601074
13,-14.044083595275879,-15.308555603027344
14,-14.403609275817871,-15.567662239074707
15,-14.556110382080078,-15.755849838256836
16,-14.607876777648926,-15.831232070922852
17,-14.658395767211914,-15.84123706817627
18,-14.792027473449707,-15.960065841674805
19,-14.810267448425293,-16.01422691345215
20,-14.864047050476074,-15.917143821716309
21,-14.759056091308594,-15.806427001953125
22,-14.848735809326172,-16.103797912597656
23,-14.995387077331543,-16.15958023071289
24,-15.02850341796875,-15.98060131072998
25,-15.133768081665039,-16.260658264160156
26,-15.16458797454834,-16.034423828125
27,-14.989814758300781,-15.852527618408203
28,-15.036741256713867,-16.252702713012695
29,-15.298685073852539,-16.42527198791504
30,-15.392189025878906,-16.436965942382812
31,-15.283585548400879,-16.442996978759766
32,-15.295077323913574,-16.398183822631836
33,-15.440929412841797,-16.456424713134766
34,-15.585352897644043,-16.558977127075195
35,-15.551847457885742,-16.537534713745117
36,-15.5825777053833,-15.964301109313965
37,-15.4752836227417,-16.58561134338379
38,-15.590428352355957,-16.558353424072266
39,-15.741436004638672,-16.73552703857422
40,-15.778613090515137,-16.631486892700195
41,-15.782914161682129,-16.721511840820312
42,-15.511178970336914,-16.756351470947266
43,-15.664937973022461,-16.5455379486084
44,-15.810563087463379,-16.760860443115234
45,-15.861987113952637,-16.782238006591797
46,-15.878335952758789,-16.809446334838867
47,-15.985837936401367,-16.72343635559082
48,-15.976046562194824,-16.7918701171875
49,-15.907902717590332,-16.75765037536621
50,-15.86047649383545,-16.870933532714844
