current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
104,Drone_61,0.4349999999999995,0.0,0.23769728648009428,23.80183653946863,Charger_8,11,1,0,0
107,Drone_49,0.38499999999999945,0.0,0.18973665961010278,19.005855427394682,Charger_8,10,2,1,0
120,Drone_59,0.3549999999999994,0.0,0.15652475842498528,15.684536832835528,Charger_7,5,1,0,0
125,Drone_50,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,4,1,1,0
127,Drone_54,0.3049999999999994,0.0,0.11401754250991379,11.434114952691775,Charger_8,9,8,1,1
129,Drone_55,0.2999999999999994,0.0,0.2109502310972899,21.13146111897288,Charger_8,8,7,1,2
137,Drone_53,0.25999999999999934,0.0,0.09219544457292887,9.252832275075804,Charger_7,3,3,1,1
147,Drone_62,0.23499999999999932,0.0,0.1414213562373095,14.178392477980443,Charger_7,2,2,1,2
162,Drone_63,0.15999999999999925,0.0,0.15,15.0396,Charger_8,7,3,0,2
272,Drone_49,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,3,1,0,0
280,Drone_61,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,2,1,1,0
287,Drone_59,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_8,5,2,0,0
287,Drone_54,0.38499999999999945,0.0,0.18973665961010278,19.005855427394682,Charger_8,5,2,0,0
294,Drone_50,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,1,1,0,2
300,Drone_62,0.35999999999999943,0.0,0.18027756377319945,18.060567479870873,Charger_8,3,2,1,1
307,Drone_53,0.3149999999999994,0.0,0.2109502310972899,21.13086111897288,Charger_8,2,1,1,2
338,Drone_55,0.2049999999999993,0.0,0.0806225774829855,8.097282651397869,Charger_8,4,1,0,2
400,Drone_61,0.4349999999999995,0.0,0.23769728648009428,23.80183653946863,Charger_8,5,1,0,0
429,Drone_59,0.37999999999999945,0.0,0.18027756377319945,18.059767479870874,Charger_8,4,1,0,1
433,Drone_49,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,3,1,0,0
452,Drone_53,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_8,4,1,0,1
458,Drone_50,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_7,2,1,0,1
458,Drone_54,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_8,3,1,1,1
484,Drone_62,0.26999999999999935,0.0,0.0806225774829855,8.094682651397868,Charger_8,3,1,0,2
497,Drone_55,0.28999999999999937,0.0,0.09219544457292887,9.251632275075805,Charger_7,3,1,0,0
