Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
11,66,0.55,0.07043756670224119,2,1,1,0.2,0
11,78,0.55,0.0832443970117396,2,1,2,0.2,0
11,70,0.55,0.07470651013874066,2,1,3,0.2,0
11,64,0.55,0.06830309498399147,2,1,4,0.2,0
11,70,0.55,0.07470651013874066,2,1,5,0.2,0
11,69,0.55,0.0736392742796158,2,1,6,0.2,0
11,66,0.55,0.07043756670224119,2,1,7,0.2,0
11,76,0.55,0.08110992529348986,2,1,8,0.2,0
11,87,0.55,0.09284951974386339,2,1,9,0.2,0
11,112,0.55,0.11953041622198506,2,1,10,0.2,0
